"GEOID","JanTemp","JulyTemp","Precipitation"
"3749460",54.7,90.3,45.63
"3771240",53.3,88.4,51.69
"3712000",50.8,89.1,45.98
"3742640",49.2,88.6,44.7
"3713460",50.6,88.6,48.32
"3750540",51.9,88.6,48.97
"3755340",54.7,90.3,45.63
"3718300",53.3,90,46.91
"3714600",53,90.2,46.74
"3726560",48.1,85.7,55.03
"3775880",49,88.3,45.78
"3761950",56.6,88.8,53.16
"3702240",53.3,90,46.91
"3716084",53.3,88.4,51.69
"3716780",56.1,89.7,49.54
"3757039",53,90.2,46.74
"3709380",55.2,89.5,48.1
"3765320",49.2,88.4,44.65
"3727280",49.5,88.4,45.11
"3710680",52.1,89.6,47.1
"3740240",52.8,90.4,45.75
"3770480",53.6,90.2,46.2
"3737640",51.1,89.1,47.33
"3757500",50.7,89.2,46.95
"3770660",47.7,87.4,44.67
"3714340",49.2,87.7,47.71
"3740660",49.2,87.7,47.71
"3747000",49.2,87.7,47.71
"3763130",52.2,86.5,51.05
"3736220",56.6,88.8,53.16
"3705460",52.6,89.2,49.23
"3744960",50.3,88.6,47.52
"3731400",48.4,87.8,44.73
"3700680",51.8,90,46.37
"3736020",49.2,88.6,44.7
"3759340",51.5,89.2,47.37
"3750340",54.7,90.3,45.63
"3725460",53.9,89.4,48.27
"3736960",41.2,78.7,50.81
"3726740",53.7,89.9,47.04
"3738360",53.7,89.9,47.04
"3744100",44.7,81.2,48.02
"3753680",51.3,88.4,48.84
"3764580",51.8,89.6,46.62
"3700880",50.3,88.6,47.52
"3729720",50.6,88.6,48.32
"3764050",50.3,88.6,47.52
"3735440",55.2,89.5,48.1
"3703665",54.7,90.3,45.63
"3760940",54.7,90.3,45.63
"3769755",53.9,89.4,48.27
"3707400",53.3,90,46.91
"3715640",49.7,88.1,47.77
"3771600",44.3,79,62.88
"3758420",50.4,88.3,51.41
"3717660",54.4,88.2,53.1
"3753200",54.7,88.5,52.68
"3734000",50.1,89.1,46.2
"3759980",50.1,89.1,46.2
"3765100",48.1,88.2,43.89
"3711620",56.1,89.7,49.54
"3704180",51.9,88.6,48.97
"3729120",51.9,88.6,48.97
"3730040",51.9,88.6,48.97
"3759090",56.6,88.9,51.99
"3767000",54.5,89,50.53
"3731860",50.1,89.1,45.89
"3703020",50.7,89.2,46.95
"3743860",50.7,89.2,46.95
"3741420",48.1,85.7,55.03
"3714700",50.8,89.1,45.98
"3702460",56.1,89.1,52.18
"3758620",56.1,89.1,52.18
"3768040",56.1,89.1,52.18
"3720700",40.4,75.8,54.78
"3730720",45.8,81.7,58.39
"3762680",55.6,88.3,53.78
"3725540",50.1,89.1,46.2
"3713560",51.3,88.4,48.84
"3720780",50.4,88.3,51.41
"3758180",51.3,88.4,48.84
"3769520",48.9,86.9,50.5
"3716820",50.3,88.6,47.52
"3763560",50.1,89.1,45.89
"3704840",50.3,88.6,47.52
"3735760",47.1,87.1,45.88
"3771780",50.1,89.1,45.89
"3761060",50.7,89.2,46.95
"3735880",50.6,88.8,49.25
"3726880",52.5,89.3,48.33
"3770860",52.5,89.3,48.84
"3733993",51.9,89.5,44.78
"3738170",50.6,88.8,49.25
"3703220",45.8,81.7,58.39
"3757580",52.2,86.5,51.05
"3758940",52.2,86.5,51.05
"3722280",53.7,87.9,52.47
"3710460",50.4,88.3,51.41
"3720420",49.6,88.3,44.83
"3748940",53.6,90.2,46.2
"3765020",52.6,89.2,49.23
"3702760",44.7,81.2,48.02
"3747485",56.6,88.8,53.16
"3729560",55.3,87.5,55.32
"3756100",54.7,90.3,45.63
"3713100",50.4,88.3,51.41
"3741600",55.3,87.5,55.32
"3710532",51.2,89.1,46.17
"3739060",56.1,89.1,52.18
"3712186",54.4,88.2,53.1
"3704955",52.6,89.2,49.23
"3716730",53.6,90.2,46.2
"3727182",51.2,89.1,46.17
"3762190",56.6,88.8,53.16
"3733560",51.9,89.5,44.78
"3748060",51.9,88.6,48.97
"3747260",53,90.2,46.74
"3700160",52.1,89.6,47.1
"3719140",50.6,88.8,49.25
"3710860",50.7,89.2,46.95
"3737680",56.6,88.9,51.99
"3764380",50.1,88.5,46.3
"3767720",47.7,87.4,44.67
"3735920",53.4,89,50.15
"3758860",49.7,88.8,46.62
"3746340",54.4,88.2,53.1
"3744400",48.9,86.9,50.5
"3728240",52.6,89.2,49.23
"3722640",52.6,89.2,49.23
"3758840",53.9,89.4,48.27
"3722920",53.7,89.9,47.04
"3742240",49.5,88.4,45.11
"3753900",54.7,90.3,45.63
"3720580",50.8,87.3,48.62
"3722040",51.9,88.6,48.97
"3709060",49.5,88.4,45.11
"3773780",44.3,79,62.88
"3707220",50.4,88.3,51.41
"3731920",53,90.2,46.74
"3715020",54.4,88.2,53.1
"3763340",50.5,87,48.03
"3737760",48.2,86.4,51.49
"3708860",50.1,89.2,45.93
"3771500",41.9,76.9,55.14
"3741380",54.7,90.3,45.63
"3737040",50.6,88.8,49.25
"3715420",52.2,88,50.64
"3733120",50.8,89.1,45.98
"3727180",51.2,89.1,46.17
"3774540",51.5,89.2,47.37
"3750080",53.3,88.4,51.69
"3734320",51.9,88.6,48.97
"3730100",52.2,86.5,51.05
"3708480",43.4,78.8,63.48
"3739960",51.1,89.1,47.33
"3753475",56.6,88.8,53.16
"3762060",51.5,89.2,47.37
"3723980",45.2,81.5,63.55
"3775820",56.6,88.8,53.16
"3712590",51,87.8,49.59
"3749380",54.5,88.1,53.98
"3771940",51.9,89.5,44.78
"3744520",51.2,89.2,45.82
"3740540",49.3,89,44.52
"3744160",50.6,88.8,49.25
"3763720",51.1,89.1,47.33
"3704040",53.3,88.4,51.69
"3721160",55.3,87.5,55.32
"3732540",52.5,89.3,48.84
"3714200",51.1,89.1,47.33
"3739700",54.7,90.3,45.63
"3737160",45.8,81.7,58.39
"3755040",50.1,88.5,46.3
"3730620",51.9,89.5,44.78
"3727520",54.5,88.1,53.98
"3702620",53.3,88.4,51.69
"3709140",41.9,77.8,51.84
"3738030",51.3,88.4,48.84
"3735360",51.3,88.4,48.84
"3727780",54.5,89,50.53
"3742480",54.5,88.1,53.98
"3752160",53.3,88.4,51.69
"3764560",51.5,89.2,47.37
"3752000",55.3,87.5,55.32
"3757700",47,85.8,49.72
"3759280",52.2,89.6,46.4
"3764500",50.3,88.6,47.52
"3702960",51.8,90,46.37
"3770540",51.2,89.2,45.82
"3712860",52.2,89.6,47.03
"3743260",45.8,81.7,58.39
"3706500",41.2,77.6,52.72
"3703100",42.2,78.3,50.9
"3701000",54.5,88.1,53.98
"3755080",50.1,88.5,46.3
"3725980",48.4,87.8,44.73
"3755460",51.8,90,46.37
"3730260",49.5,88.4,45.11
"3765040",48.4,87.8,44.73
"3753040",52.2,88,50.64
"3750700",50.6,88.8,49.25
"3763680",41.8,80.1,50.88
"3717180",44.3,79,62.88
"3730280",46.7,82.6,61.35
"3737000",50.1,89.1,46.2
"3722620",53.7,89.9,47.04
"3776000",48.5,88.4,43.5
"3771220",53.3,88.4,51.69
"3757640",51.2,89.2,45.82
"3742020",54.7,90.3,45.63
"3710740",51.2,89.2,45.82
"3773760",48.4,87.8,44.73
"3740600",41.9,76.9,55.14
"3711340",55.3,87.5,55.32
"3758160",48.4,88,43.89
"3718320",52.8,89.8,46.99
"3739280",49.2,87.7,47.71
"3706080",51.5,89.2,47.37
"3770780",47.1,87.1,45.88
"3737220",53.6,90.2,46.2
"3742760",50.8,89.6,46.15
"3706820",56.6,88.9,51.99
"3712960",47.7,87.4,44.67
"3763880",50.4,88.3,51.41
"3748920",48.1,85.7,55.03
"3770720",54.5,89,50.53
"3774220",51.9,88.6,48.97
"3775340",50.1,89.1,46.2
"3753160",50.6,88.8,49.25
"3717520",50.7,89.2,46.95
"3733460",55.3,87.5,55.32
"3755000",51.2,89.2,45.82
"3756240",48.9,86.9,50.5
"3735600",47.7,87.4,44.67
"3772540",41.2,78.7,50.81
"3746000",50.7,89.2,46.95
"3736512",51.9,89.5,44.78
"3754580",53.3,90,46.91
"3719860",49.7,88.8,46.62
"3708140",49.2,87.7,47.71
"3736400",53.4,89,50.15
"3768400",50.1,88.5,46.3
"3764180",53.7,89.9,47.04
"3774680",51.3,88.4,48.84
"3753820",52.2,89.6,47.03
"3735540",52.2,89.6,47.03
"3742860",49,88.3,45.78
"3746860",55.3,87.5,55.32
"3774580",52.2,89.6,47.03
"3746740",40.4,75.8,54.78
"3727870",49.5,88.4,45.11
"3739600",51.5,89.2,47.37
"3701560",51.8,90,46.37
"3725880",47.1,87.1,45.88
"3708880",52.8,89.8,46.99
"3716480",55.3,87.5,55.32
"3707748",51.2,89.1,46.17
"3766280",44.7,81.2,48.02
"3760000",56.6,88.8,53.16
"3758340",48.1,88.2,43.89
"3775000",47.7,87.4,44.67
"3764840",53.7,89.9,47.04
"3732980",48.2,86.4,51.49
"3753140",52.8,90.4,45.75
"3724570",52.1,89.6,47.1
"3700640",49.5,88.4,45.11
"3702320",51.3,88.4,48.84
"3758020",45,80,69.87
"3731440",50.3,88.6,47.52
"3739680",54.7,90.3,45.63
"3723520",53.3,90,46.91
"3748740",53.7,87.9,52.47
"3756815",53.3,88.4,51.69
"3725900",45.8,81.7,58.39
"3724198",48.4,87.8,44.73
"3745720",56.6,88.8,53.16
"3753950",54.7,90.3,45.63
"3729000",56.1,89.7,49.54
"3722982",51.2,89.1,46.17
"3701140",49.5,88.4,45.11
"3715880",44.3,79,62.88
"3717000",49.7,88.1,47.77
"3730340",47,85.8,49.72
"3734300",48.4,87.8,44.73
"3752760",48.4,87.8,44.73
"3749600",49.5,88.4,45.11
"3751940",52.1,89.6,47.1
"3757000",52.1,89.6,47.1
"3766980",52.1,89.6,47.1
"3769840",52.1,89.6,47.1
"3704680",52.6,89.2,49.23
"3752260",55.6,88.3,53.78
"3769740",53.7,89.9,47.04
"3708040",55.3,87.5,55.32
"3749800",49.2,88.4,44.65
"3764940",49.2,88.4,44.65
"3731620",49.6,88.3,44.83
"3762580",47.4,87,45.25
"3763240",49.2,88.6,44.7
"3739540",46.2,86.2,47.54
"3722080",56.1,89.7,49.54
"3745560",47,85.8,49.72
"3746280",54.4,88.2,53.1
"3741220",47.5,84.9,59.56
"3746100",48.1,85.7,55.03
"3728600",51.2,89.1,46.17
"3725160",45.8,81.7,58.39
"3759580",49.5,88.4,45.11
"3716720",53.4,89,50.15
"3746820",51.8,90,46.37
"3747980",51.8,90,46.37
"3748040",51.8,90,46.37
"3756340",51.8,90,46.37
"3764460",51.8,90,46.37
"3701520",51.2,89.2,45.82
"3732260",51.2,89.2,45.82
"3735720",52.2,86.5,51.05
"3705135",48.5,88,45.43
"3743720",48.5,88,45.43
"3715260",50.3,88.6,47.52
"3739480",50.3,88.6,47.52
"3755260",50.3,88.6,47.52
"3729800",50.8,89.6,46.15
"3710500",56.6,88.8,53.16
"3745140",50.8,89.6,46.15
"3701720",50.1,88.5,46.3
"3724740",50.1,88.5,46.3
"3767420",49,88.3,45.78
"3763760",49.7,88.8,46.62
"3731060",49.2,87.7,47.71
"3710980",49.2,87.7,47.71
"3712720",49.2,87.7,47.71
"3770740",49,88.3,45.78
"3717860",48.9,86.9,50.5
"3731500",48.9,86.9,50.5
"3758440",48.9,86.9,50.5
"3770320",50.6,88.8,49.25
"3751780",52.5,89.3,48.33
"3770820",52.5,89.3,48.33
"3705340",47.7,87.4,44.67
"3710760",50.6,88.8,49.25
"3722720",50.6,88.8,49.25
"3705040",52.2,89.6,47.03
"3752020",52.2,89.6,47.03
"3735890",50.6,88.8,49.25
"3766700",51.1,89.1,47.33
"3773160",50.7,89.2,46.95
"3762520",52.2,89.6,47.03
"3762760",52.5,89.3,48.84
"3717325",53,90.2,46.74
"3757260",53,90.2,46.74
"3728200",52.6,89.2,49.23
"3775280",44.7,81.2,48.02
"3765120",54.5,88.1,53.98
"3726920",51.2,89.1,46.17
"3702580",51.3,88.4,48.84
"3761860",51.2,89.1,46.17
"3702500",55.3,87.5,55.32
"3732640",53.7,89.9,47.04
"3708080",52.2,89.6,46.4
"3721740",52.8,89.8,46.99
"3709360",49.2,88.4,44.65
"3738220",52.8,89.8,46.99
"3734440",41.2,78.7,50.81
"3704510",41.2,77.6,52.72
"3774020",47,85.8,49.72
"3710120",51.8,89.6,46.62
"3725380",48.2,86.4,51.49
"3759540",48.2,86.4,51.49
"3713240",53.9,89.4,48.27
"3722560",54.5,89,50.53
"3729680",53.9,89.4,48.27
"3747020",53.9,89.4,48.27
"3757800",53.9,89.4,48.27
"3706240",55.2,89.5,48.1
"3766740",55.2,89.5,48.1
"3773300",55.2,89.5,48.1
"3724720",50.1,89.2,45.93
"3739360",50.1,89.2,45.93
"3776200",50.1,89.2,45.93
"3722360",54.7,90.3,45.63
"3731490",56.6,88.8,53.16
"3735870",56.6,88.8,53.16
"3748790",56.6,88.8,53.16
"3775780",56.6,88.8,53.16
"3721500",49.7,88.8,46.62
"3724640",45.8,80.7,63.51
"3731360",45.8,80.7,63.51
"3722500",51.9,89.5,44.78
"3741640",51.9,89.5,44.78
"3741720",51.9,89.5,44.78
"3769260",51.9,89.5,44.78
"3774760",51.9,89.5,44.78
"3743320",50.1,89.1,46.2
"3746650",52.5,89.3,48.33
"3707340",54.5,89,50.53
"3732180",55.6,88.3,53.78
"3747845",55.6,88.3,53.78
"3756360",55.6,88.3,53.78
"3766360",55.6,88.3,53.78
"3700500",50.6,88.6,48.32
"3775080",50.6,88.6,48.32
"3755660",54.7,90.3,45.63
"3707588",55.3,87.5,55.32
"3722800",48.5,88,45.43
"3727300",53.4,89,50.15
"3738420",40.4,75.8,54.78
"3736510",49.2,87.7,47.71
"3744770",49.2,87.7,47.71
"3771760",49,88.3,45.78
"3730900",51.1,87.7,49.3
"3774720",51.1,87.7,49.3
"3736514",45.2,81.5,63.55
"3701380",47.5,84.9,59.56
"3745660",47.5,84.9,59.56
"3766500",44.3,79,62.88
"3757200",53.3,90,46.91
"3761920",53.3,90,46.91
"3754600",54.7,90.3,45.63
"3706980",53.9,89.4,48.27
"3716860",53.9,89.4,48.27
"3733940",53.9,89.4,48.27
"3735340",53.9,89.4,48.27
"3715440",47,85.8,49.72
"3743160",47,85.8,49.72
"3752920",47,85.8,49.72
"3707080",41.2,77.6,52.72
"3713980",49.7,87.2,57.63
"3768580",49.7,87.2,57.63
"3714400",50.1,89.1,46.2
"3725560",50.1,89.1,46.2
"3756440",50.1,89.1,46.2
"3760560",50.1,89.1,46.2
"3717340",46.2,86.2,47.54
"3751820",46.2,86.2,47.54
"3742100",54.7,88.5,52.68
"3740560",48.1,88.2,43.89
"3712460",50.4,88.3,51.41
"3724080",50.4,88.3,51.41
"3730120",54.4,88.2,53.1
"3716240",47.1,87.1,45.88
"3713940",52.5,87.6,50.96
"3701340",52.8,89.8,46.99
"3707720",45,80,69.87
"3756710",54.4,88.2,53.1
"3768340",54.4,88.2,53.1
"3709540",56.6,88.9,51.99
"3764260",42.2,78.3,50.9
"3748345",56.6,88.9,51.99
"3748700",56.6,88.9,51.99
"3769795",56.6,88.9,51.99
"3703500",40.4,75.8,54.78
"3735460",54.5,89,50.53
"3757860",54.5,89,50.53
"3721360",50.1,89.1,45.89
"3716400",50.8,89.1,45.98
"3739420",48.9,87.7,46.78
"3742700",50.7,89.2,46.95
"3764160",50.7,89.2,46.95
"3741580",44.7,82.3,45.73
"3741620",44.7,82.3,45.73
"3743480",50.8,89.1,45.98
"3764420",51.9,89.5,44.78
"3738320",49.7,88.1,47.77
"3708960",56.1,89.1,52.18
"3771320",56.1,89.1,52.18
"3766960",48.2,86.7,47.24
"3706660",56.1,89.7,49.54
"3711640",56.1,89.7,49.54
"3773660",56.1,89.7,49.54
"3747240",49.3,89,44.52
"3766040",56.1,89.1,52.18
"3710800",44.3,79,62.88
"3746060",56.6,88.9,51.99
"3731960",56.6,88.9,51.99
"3720620",46.2,86.2,47.54
"3701760",52.2,89.6,47.03
"3763470",50.1,89.1,45.89
"3766520",56.1,89.7,49.54
"3701420",52.8,90.4,45.75
"3768740",53.9,89.4,48.27
"3701400",52.8,89.8,46.99
"3706000",51.8,89.6,46.62
"3715320",49.2,88.4,44.65
"3753840",51.1,89.1,47.33
"3707140",47.4,87,45.25
"3711560",50.1,89.2,45.93
"3740640",54.5,89,50.53
"3714280",48.9,86.9,50.5
"3771100",49.3,89,44.52
"3709800",52.1,89.6,47.1
"3775960",47.4,87,45.25
"3754160",55.6,88.3,53.78
"3719000",50.3,89.1,44.5
"3704950",56.6,88.9,51.99
"3775060",52.6,89.2,49.23
"3706760",56.6,88.9,51.99
"3728000",48.4,87.8,44.73
"3716180",50.3,88.6,47.52
"3726200",48.9,86.9,50.5
"3771680",51.9,89.5,44.78
"3771560",44.7,81.2,48.02
"3703150",56.6,88.9,51.99
"3757100",51.9,88.6,48.97
"3712480",49.7,88.8,46.62
"3721095",49.5,88.4,45.11
"3756900",50.1,89.1,45.89
"3706800",50.6,88.8,49.25
"3720600",55.2,89.5,48.1
"3734840",47.4,87,45.25
"3734260",54.4,88.2,53.1
"3747860",56.6,88.9,51.99
"3722820",52.6,89.2,49.23
"3712340",50.3,88.6,47.52
"3768520",51.8,89.6,46.62
"3738860",51.8,90,46.37
"3755940",54.7,90.3,45.63
"3773460",46.2,86.2,47.54
"3732100",50.1,89.1,45.89
"3740980",52.2,86.5,51.05
"3702780",52.2,86.5,51.05
"3709400",52.2,86.5,51.05
"3721380",53.7,87.9,52.47
"3742000",52.5,89.3,48.84
"3729180",56.1,89.1,52.18
"3757540",56.1,89.1,52.18
"3726520",44.3,79,62.88
"3730800",50.4,88.3,51.41
"3733820",49.7,88.1,47.77
"3763360",49,88.3,45.78
"3771440",52.2,86.5,51.05
"3705530",48.2,86.7,47.24
"3703640",45.8,81.7,58.39
"3744700",45.8,81.7,58.39
"3765260",48.2,86.7,47.24
"3772600",48.1,85.7,55.03
"3747695",48.2,86.4,51.49
"3708110",52.5,89.3,48.33
"3770920",52.2,86.5,51.05
"3764000",52.8,89.8,46.99
"3719420",45.8,81.7,58.39
"3705049",44.7,81.2,48.02
"3722440",44.7,81.2,48.02
"3758260",44.7,81.2,48.02
"3733320",48.9,86.9,50.5
"3732740",45.8,81.7,58.39
"3732580",45.8,81.7,58.39
"3769020",49,88.3,45.78
"3736513",50.1,89.2,45.93
"3740860",52.8,89.8,46.99
"3770580",54.7,90.3,45.63
"3743200",51.8,90,46.37
"3758740",48.9,86.9,50.5
"3769640",45.8,81.7,58.39
"3703720",44.7,81.2,48.02
"3766340",53.7,87.9,52.47
"3723640",46.2,86.2,47.54
"3734160",52.1,89.6,47.1
"3721120",54.7,90.3,45.63
"3712520",54.5,89,50.53
"3756600",56.1,89.7,49.54
"3713500",49.9,86.1,47.59
"3744280",47,85.8,49.72
"3767700",46.2,86.2,47.54
"3725020",52.2,86.5,51.05
"3731880",54.5,88.1,53.98
"3734038",53.4,89,50.15
"3753580",54.5,89,50.53
"3752500",47.1,87.1,45.88
"3758040",50.3,89.1,44.5
"3719800",53,90.2,46.74
"3706510",56.6,88.8,53.16
"3745460",49.9,86.1,47.59
"3701972",51,87.8,49.59
"3721260",44.7,81.2,48.02
"3727400",49.9,86.1,47.59
"3712140",43.4,78.8,63.48
"3740460",48.4,87.8,44.73
"3739520",49.7,88.1,47.77
"3726680",55.3,87.5,55.32
"3773320",55.2,89.5,48.1
"3727120",50.3,89.1,44.5
"3736480",41.9,76.9,55.14
"3745840",56.6,88.8,53.16
"3716220",45.8,81.7,58.39
"3722305",54.4,88.2,53.1
"3707765",54.4,88.2,53.1
"3741960",50.8,89.1,45.98
"3710620",49.6,88.3,44.83
"3757740",52.2,88,50.64
"3724520",52.2,89.6,47.03
"3727440",49.7,88.8,46.62
"3703960",54.5,88.1,53.98
"3743300",48.5,88.4,43.5
"3729640",48.9,87.7,46.78
"3764740",48.9,87.7,46.78
"3737260",50.6,88.8,49.25
"3758630",56.6,88.9,51.99
"3711800",49.6,88.3,44.83
"3710550",56.6,88.9,51.99
"3751840",52.1,89.6,47.1
"3763120",52.1,89.6,47.1
"3765900",56.6,88.9,51.99
"3705660",54.5,89,50.53
"3771160",54.5,89,50.53
"3710240",41.9,76.9,55.14
"3755640",50.7,89.2,46.95
"3743360",51.9,89.5,44.78
"3771460",51.9,89.5,44.78
"3736511",48.9,87.7,46.78
"3765580",48.4,87.8,44.73
"3710880",56.6,88.8,53.16
"3704640",53.3,88.4,51.69
"3747880",47,85.8,49.72
"3744900",51.8,89.6,46.62
"3768320",54.7,88.5,52.68
"3704260",55.3,87.5,55.32
"3720120",51,87.8,49.59
"3730660",49.2,88.6,44.7
"3725300",51.2,89.2,45.82
"3771860",51.2,89.2,45.82
"3706860",56.1,89.7,49.54
"3709530",48.2,86.4,51.49
"3727420",48.2,86.4,51.49
"3707860",54.4,88.2,53.1
"3769680",54.4,88.2,53.1
"3716980",49,88.3,45.78
"3774440",56.6,88.8,53.16
"3705220",50.3,88.6,47.52
"3739880",50.3,88.6,47.52
"3728080",52.6,89.2,49.23
"3741060",52.2,86.5,51.05
"3724170",44.3,79,62.88
"3725680",50.8,88.4,48.37
"3727324",40.4,75.8,54.78
"3760515",52.1,89.6,47.1
"3775375",49.5,88.4,45.11
"3704015",56.6,88.8,53.16
"3760505",41.2,77.6,52.72
"3770340",53.7,89.9,47.04
"3745640",50.6,88.6,48.32
"3743440",54.5,88.1,53.98
"3719740",53.7,89.9,47.04
"3706140",44.7,81.2,48.02
"3724440",52.6,89.2,49.23
"3744800",46.2,86.2,47.54
"3763400",56.6,88.9,51.99
"3736860",49.7,88.8,46.62
"3722600",49.7,88.8,46.62
"3757340",49.7,88.8,46.62
"3713000",49.7,88.8,46.62
"3773140",52.1,89.6,47.1
"3719300",55.2,89.5,48.1
"3719620",53.6,90.2,46.2
"3720080",48.1,88.2,43.89
"3740140",54.7,90.3,45.63
"3720980",51.5,89.2,47.37
"3758140",54.7,90.3,45.63
"3770380",52.8,90.4,45.75
"3706740",55.3,87.5,55.32
"3776220",51.2,89.2,45.82
"3702700",53.9,89.4,48.27
"3738100",50.1,88.5,46.3
"3722380",47,85.8,49.72
"3712780",55.2,89.5,48.1
"3744220",48.9,87.7,46.78
"3715040",41.2,77.6,52.72
"3758920",49.7,87.2,57.63
"3723600",45.8,81.7,58.39
"3771900",48.1,88.2,43.89
"3702480",55.3,87.5,55.32
"3743880",51.2,89.1,46.17
"3721130",52.5,89.3,48.33
"3713360",52.8,89.8,46.99
"3736500",50.4,88.3,51.41
"3757020",45.2,81.5,63.55
"3743580",51.8,90,46.37
"3736060",52.2,86.5,51.05
"3711352",48.2,86.4,51.49
"3758360",47.7,87.4,44.67
"3760320",52.2,89.6,47.03
"3725580",50.3,88.6,47.52
"3726800",49.7,88.8,46.62
"3760080",50.1,88.5,46.3
"3725480",51.2,89.2,45.82
"3751080",54.7,90.3,45.63
"3724380",41.2,77.6,52.72
"3700440",48.5,88,45.43
"3752685",53.9,89.4,48.27
"3768500",48.9,87.7,46.78
"3722240",56.1,89.7,49.54
"3760540",52.5,89.3,48.33
"3704960",50.6,88.8,49.25
"3718080",52.5,89.3,48.33
"3752660",51.2,89.1,46.17
"3758720",54.7,90.3,45.63
"3719320",47.4,87,45.25
"3721880",45.8,81.7,58.39
"3721960",52.5,89.3,48.33
"3731260",48.2,86.7,47.24
"3733640",53.9,89.4,48.27
"3765530",40.4,75.8,54.78
"3712580",53.3,88.4,51.69
"3751040",55.3,87.5,55.32
"3710960",56.6,88.9,51.99
"3729160",53,90.2,46.74
"3705880",44.7,81.2,48.02
"3736640",56.1,89.7,49.54
"3760800",56.6,88.9,51.99
"3759780",50.1,89.1,45.89
"3709780",50.5,87,48.03
"3741540",52.5,89.3,48.33
"3759765",53.6,90.2,46.2
"3772755",49.7,88.1,47.77
"3710260",55.3,87.5,55.32
"3745880",52.2,86.5,51.05
"3728920",50.1,89.1,45.89
"3715580",40.4,75.8,54.78
"3763920",53.9,89.4,48.27
"3742060",48.1,88.2,43.89
"3745100",52.5,89.3,48.33
"3760180",48.4,87.8,44.73
"3732840",44.7,82.3,45.73
"3752220",50.8,89.1,45.98
"3728900",55.6,88.3,53.78
"3720280",45.8,81.7,58.39
"3708760",52.8,89.8,46.99
"3758460",50.4,88.3,51.41
"3769720",54.5,88.1,53.98
"3723760",45.8,81.7,58.39
"3750820",52.8,90.4,45.75
"3758730",49.2,87.7,47.71
"3737120",53.6,90.2,46.2
"3743920",51.9,89.5,44.78
"3765700",50.8,88.4,48.37
"3705020",51.2,89.1,46.17
"3702080",50.1,88.5,46.3
"3759135",56.1,89.7,49.54
"3769600",41.2,77.6,52.72
"3710264",51,87.8,49.59
"3772150",41.9,76.9,55.14
"3718060",52.2,86.5,51.05
"3766460",49.5,88.4,45.11
"3702840",52.6,89.2,49.23
"3728400",50.6,88.8,49.25
"3726460",49.5,88.4,45.11
"4825548",50.2,90.6,17.71
"4862108",56.5,95.1,33.68
"4808860",54.8,96,33.49
"4811644",53,97,30.02
"4824864",56.6,94.8,31.58
"4860668",58.3,95,15.02
"4833044",49.8,93.9,21.94
"4854960",48.3,92,20.66
"4821112",54.8,93.4,47.31
"4824636",52.5,96.4,21.18
"4839844",56.9,94.9,37.31
"4819000",54.4,95.2,36.42
"4876816",55.5,95.5,36.44
"4877620",54.8,96,33.49
"4869020",61.6,92.5,46.47
"4876348",55.9,95.3,32.21
"4872080",56.9,94.9,37.31
"4854192",62.4,93.1,44.16
"4863788",63.7,95.7,30.18
"4851792",63.2,95,34.59
"4869764",51.8,91.6,18.42
"4811656",56.2,95.7,34.81
"4835180",56.2,95.7,34.81
"4829840",54.4,95.2,36.42
"4801636",54.1,93.4,42.37
"4870406",55.7,96.3,31.09
"4849932",52,94.8,35.55
"4830476",54.4,94.4,41.27
"4814260",48.6,91.2,17.34
"4854075",52.7,91.9,18.19
"4827768",56.3,95.6,37.59
"4830464",54.4,95.2,36.42
"4866644",62,95.8,31.84
"4803768",53.6,95.4,34.9
"4812988",64.8,98.4,21.1
"4811968",52,94.8,35.55
"4880188",54.2,96.6,26.02
"4819984",53.1,91.4,16.79
"4849992",56.7,94.8,28.07
"4880296",57.2,95,38.99
"4873964",52.5,96.4,21.18
"4808398",48.9,92.1,18.97
"4806060",61.3,89.9,47.17
"4817000",65.5,93.3,28.7
"4845744",52.7,94.1,37.99
"4863464",54.7,95.2,21.95
"4861844",54.8,96,33.49
"4811224",60.9,95,32.53
"4865768",69.5,93.5,24.83
"4869980",54.5,96.7,24.08
"4819708",56.8,92.4,10.3
"4847268",55.5,95.5,36.44
"4851720",60.9,90.8,52.33
"4854636",57.5,94.9,24.02
"4879036",59.4,96.8,11.56
"4804000",54.8,96,33.49
"4837924",53,97,30.02
"4864184",52.5,95.8,32.37
"4879684",52.1,93.8,41.08
"4859012",55,95.3,19.51
"4814404",64.6,97.1,26.65
"4811536",60.6,94.9,39.01
"4821928",51.8,91.6,18.42
"4871732",53.6,93.3,45.1
"4801396",65.5,93.3,28.7
"4833428",56.5,95.1,33.68
"4831628",55.7,94.9,28.25
"4867496",51.8,94.2,38.2
"4807144",60,94.7,41.86
"4846260",56.2,95.7,34.81
"4803540",52.7,91.9,18.19
"4850496",50.4,90.9,18.61
"4849272",56,94.6,40.94
"4857968",53.1,91.4,16.79
"4807396",53,97,30.02
"4817948",52.7,97.5,24.25
"4806128",61.6,92.5,46.47
"4876000",56.5,95.1,33.68
"4811428",55.5,95.7,33.5
"4871180",48.2,92.4,18.52
"4835816",54.8,94.2,24.1
"4832576",50.4,90.9,18.61
"4857044",53,97,30.02
"4805084",54.8,93.4,47.31
"4879948",52.7,93.8,40.5
"4856640",54.8,96,33.49
"4803084",51.8,91.6,18.42
"4856672",56.2,95.7,34.81
"4807642",68.4,97.1,20.15
"4875614",69.5,93.5,24.83
