"GEOID","TOPO","TOPO_DEF","TOPO_CAT"
"3080800","21","High mountains","Hills_and_Mountains"
"3018025","21","High mountains","Hills_and_Mountains"
"3057950","21","High mountains","Hills_and_Mountains"
"3010075","15","Open high hills","Open_Hills_and_Mountains"
"3063700","21","High mountains","Hills_and_Mountains"
"3027025","5","Tablelands, moderate relief","Tablelands"
"3052600","15","Open high hills","Open_Hills_and_Mountains"
"3030704","4","Irregular plains","Plains"
"3040718","17","Open high mountains","Open_Hills_and_Mountains"
"3060450","17","Open high mountains","Open_Hills_and_Mountains"
"3043750","15","Open high hills","Open_Hills_and_Mountains"
"3076075","17","Open high mountains","Open_Hills_and_Mountains"
"3000850","17","Open high mountains","Open_Hills_and_Mountains"
"3022943","4","Irregular plains","Plains"
"3041725","4","Irregular plains","Plains"
"3061900","21","High mountains","Hills_and_Mountains"
"3051475","21","High mountains","Hills_and_Mountains"
"3004410","21","High mountains","Hills_and_Mountains"
"3079098","4","Irregular plains","Plains"
"3065160","4","Irregular plains","Plains"
"3075700","17","Open high mountains","Open_Hills_and_Mountains"
"3049600","21","High mountains","Hills_and_Mountains"
"3030700","4","Irregular plains","Plains"
"3055260","21","High mountains","Hills_and_Mountains"
"3072475","17","Open high mountains","Open_Hills_and_Mountains"
"3023865","17","Open high mountains","Open_Hills_and_Mountains"
"3065537","4","Irregular plains","Plains"
"3038725","4","Irregular plains","Plains"
"3080125","5","Tablelands, moderate relief","Tablelands"
"3017725","21","High mountains","Hills_and_Mountains"
"3010935","21","High mountains","Hills_and_Mountains"
"3015475","21","High mountains","Hills_and_Mountains"
"3063928","5","Tablelands, moderate relief","Tablelands"
"3035125","4","Irregular plains","Plains"
"3041910","21","High mountains","Hills_and_Mountains"
"3074950","21","High mountains","Hills_and_Mountains"
"3034225","21","High mountains","Hills_and_Mountains"
"3003175","21","High mountains","Hills_and_Mountains"
"3031375","17","Open high mountains","Open_Hills_and_Mountains"
"3066212","4","Irregular plains","Plains"
"3069713","21","High mountains","Hills_and_Mountains"
"3064075","21","High mountains","Hills_and_Mountains"
"3080950","17","Open high mountains","Open_Hills_and_Mountains"
"3010000","5","Tablelands, moderate relief","Tablelands"
"3024475","17","Open high mountains","Open_Hills_and_Mountains"
"3049525","15","Open high hills","Open_Hills_and_Mountains"
"3009700","15","Open high hills","Open_Hills_and_Mountains"
"3048625","17","Open high mountains","Open_Hills_and_Mountains"
"3017350","21","High mountains","Hills_and_Mountains"
"3040720","21","High mountains","Hills_and_Mountains"
"3001300","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3035631","21","High mountains","Hills_and_Mountains"
"3008162","5","Tablelands, moderate relief","Tablelands"
"3048585","17","Open high mountains","Open_Hills_and_Mountains"
"3039025","17","Open high mountains","Open_Hills_and_Mountains"
"3076900","21","High mountains","Hills_and_Mountains"
"3079086","15","Open high hills","Open_Hills_and_Mountains"
"3040580","21","High mountains","Hills_and_Mountains"
"3034300","17","Open high mountains","Open_Hills_and_Mountains"
"3050575","17","Open high mountains","Open_Hills_and_Mountains"
"3052315","21","High mountains","Hills_and_Mountains"
"3030925","21","High mountains","Hills_and_Mountains"
"3003025","21","High mountains","Hills_and_Mountains"
"3075025","21","High mountains","Hills_and_Mountains"
"3006475","21","High mountains","Hills_and_Mountains"
"3008950","21","High mountains","Hills_and_Mountains"
"3080050","17","Open high mountains","Open_Hills_and_Mountains"
"3016825","21","High mountains","Hills_and_Mountains"
"3057175","17","Open high mountains","Open_Hills_and_Mountains"
"3009475","21","High mountains","Hills_and_Mountains"
"3058750","21","High mountains","Hills_and_Mountains"
"3081475","5","Tablelands, moderate relief","Tablelands"
"3058375","5","Tablelands, moderate relief","Tablelands"
"3057775","21","High mountains","Hills_and_Mountains"
"3007150","17","Open high mountains","Open_Hills_and_Mountains"
"3068575","17","Open high mountains","Open_Hills_and_Mountains"
"3072380","17","Open high mountains","Open_Hills_and_Mountains"
"3081025","17","Open high mountains","Open_Hills_and_Mountains"
"3028862","21","High mountains","Hills_and_Mountains"
"3039400","17","Open high mountains","Open_Hills_and_Mountains"
"3051175","17","Open high mountains","Open_Hills_and_Mountains"
"3063042","21","High mountains","Hills_and_Mountains"
"3040075","21","High mountains","Hills_and_Mountains"
"3063590","21","High mountains","Hills_and_Mountains"
"3054475","17","Open high mountains","Open_Hills_and_Mountains"
"3047460","17","Open high mountains","Open_Hills_and_Mountains"
"3065425","21","High mountains","Hills_and_Mountains"
"3061300","17","Open high mountains","Open_Hills_and_Mountains"
"3066317","17","Open high mountains","Open_Hills_and_Mountains"
"3060400","21","High mountains","Hills_and_Mountains"
"3061675","5","Tablelands, moderate relief","Tablelands"
"3056875","21","High mountains","Hills_and_Mountains"
"3018850","21","High mountains","Hills_and_Mountains"
"3027850","17","Open high mountains","Open_Hills_and_Mountains"
"3022130","17","Open high mountains","Open_Hills_and_Mountains"
"3036325","17","Open high mountains","Open_Hills_and_Mountains"
"3082525","21","High mountains","Hills_and_Mountains"
"3006550","15","Open high hills","Open_Hills_and_Mountains"
"3031450","15","Open high hills","Open_Hills_and_Mountains"
"3067900","15","Open high hills","Open_Hills_and_Mountains"
"3080350","15","Open high hills","Open_Hills_and_Mountains"
"3057700","21","High mountains","Hills_and_Mountains"
"3016525","15","Open high hills","Open_Hills_and_Mountains"
"3023125","21","High mountains","Hills_and_Mountains"
"3064525","15","Open high hills","Open_Hills_and_Mountains"
"3043975","21","High mountains","Hills_and_Mountains"
"3005800","21","High mountains","Hills_and_Mountains"
"3040725","21","High mountains","Hills_and_Mountains"
"3063940","21","High mountains","Hills_and_Mountains"
"3081700","21","High mountains","Hills_and_Mountains"
"3023200","21","High mountains","Hills_and_Mountains"
"3025000","21","High mountains","Hills_and_Mountains"
"3067150","21","High mountains","Hills_and_Mountains"
"3020950","21","High mountains","Hills_and_Mountains"
"3056425","21","High mountains","Hills_and_Mountains"
"3069475","21","High mountains","Hills_and_Mountains"
"3019825","21","High mountains","Hills_and_Mountains"
"3002800","15","Open high hills","Open_Hills_and_Mountains"
"3028000","5","Tablelands, moderate relief","Tablelands"
"3077650","17","Open high mountains","Open_Hills_and_Mountains"
"3058150","21","High mountains","Hills_and_Mountains"
"3062125","5","Tablelands, moderate relief","Tablelands"
"3065400","15","Open high hills","Open_Hills_and_Mountains"
"3035350","21","High mountains","Hills_and_Mountains"
"3058975","5","Tablelands, moderate relief","Tablelands"
"3029950","21","High mountains","Hills_and_Mountains"
"3081925","15","Open high hills","Open_Hills_and_Mountains"
"3017500","21","High mountains","Hills_and_Mountains"
"3048100","21","High mountains","Hills_and_Mountains"
"3035050","4","Irregular plains","Plains"
"3003250","21","High mountains","Hills_and_Mountains"
"3026950","21","High mountains","Hills_and_Mountains"
"3056125","21","High mountains","Hills_and_Mountains"
"3063400","21","High mountains","Hills_and_Mountains"
"3064300","21","High mountains","Hills_and_Mountains"
"3008800","21","High mountains","Hills_and_Mountains"
"3024325","21","High mountains","Hills_and_Mountains"
"3080975","21","High mountains","Hills_and_Mountains"
"3043710","21","High mountains","Hills_and_Mountains"
"3073760","17","Open high mountains","Open_Hills_and_Mountains"
"3079695","17","Open high mountains","Open_Hills_and_Mountains"
"3029087","15","Open high hills","Open_Hills_and_Mountains"
"3082675","15","Open high hills","Open_Hills_and_Mountains"
"3022450","21","High mountains","Hills_and_Mountains"
"3040675","21","High mountains","Hills_and_Mountains"
"3004230","21","High mountains","Hills_and_Mountains"
"3027595","21","High mountains","Hills_and_Mountains"
"3079075","21","High mountains","Hills_and_Mountains"
"3065950","17","Open high mountains","Open_Hills_and_Mountains"
"3071350","17","Open high mountains","Open_Hills_and_Mountains"
"3035628","21","High mountains","Hills_and_Mountains"
"3035637","21","High mountains","Hills_and_Mountains"
"3011995","15","Open high hills","Open_Hills_and_Mountains"
"3034110","21","High mountains","Hills_and_Mountains"
"3079105","21","High mountains","Hills_and_Mountains"
"3038480","21","High mountains","Hills_and_Mountains"
"3073165","21","High mountains","Hills_and_Mountains"
"3038275","21","High mountains","Hills_and_Mountains"
"3005050","21","High mountains","Hills_and_Mountains"
"3017200","21","High mountains","Hills_and_Mountains"
"3071800","21","High mountains","Hills_and_Mountains"
"3058840","21","High mountains","Hills_and_Mountains"
"3067075","21","High mountains","Hills_and_Mountains"
"3029875","21","High mountains","Hills_and_Mountains"
"3035435","21","High mountains","Hills_and_Mountains"
"3009500","21","High mountains","Hills_and_Mountains"
"3028150","21","High mountains","Hills_and_Mountains"
"3012400","17","Open high mountains","Open_Hills_and_Mountains"
"3002425","21","High mountains","Hills_and_Mountains"
"3029885","21","High mountains","Hills_and_Mountains"
"3072660","17","Open high mountains","Open_Hills_and_Mountains"
"3057550","21","High mountains","Hills_and_Mountains"
"3043675","21","High mountains","Hills_and_Mountains"
"3015100","17","Open high mountains","Open_Hills_and_Mountains"
"3072850","21","High mountains","Hills_and_Mountains"
"3019525","21","High mountains","Hills_and_Mountains"
"3056350","21","High mountains","Hills_and_Mountains"
"3029350","21","High mountains","Hills_and_Mountains"
"3022985","21","High mountains","Hills_and_Mountains"
"3039775","4","Irregular plains","Plains"
"3078143","17","Open high mountains","Open_Hills_and_Mountains"
"3080200","15","Open high hills","Open_Hills_and_Mountains"
"3010150","17","Open high mountains","Open_Hills_and_Mountains"
"3037710","21","High mountains","Hills_and_Mountains"
"3053500","21","High mountains","Hills_and_Mountains"
"3035912","4","Irregular plains","Plains"
"3030175","21","High mountains","Hills_and_Mountains"
"3005650","15","Open high hills","Open_Hills_and_Mountains"
"3068050","21","High mountains","Hills_and_Mountains"
"3059725","21","High mountains","Hills_and_Mountains"
"3064375","15","Open high hills","Open_Hills_and_Mountains"
"3043835","21","High mountains","Hills_and_Mountains"
"3013375","17","Open high mountains","Open_Hills_and_Mountains"
"3044950","21","High mountains","Hills_and_Mountains"
"3006925","15","Open high hills","Open_Hills_and_Mountains"
"3069345","21","High mountains","Hills_and_Mountains"
"3056650","4","Irregular plains","Plains"
"3063900","4","Irregular plains","Plains"
"3004150","17","Open high mountains","Open_Hills_and_Mountains"
"3033250","21","High mountains","Hills_and_Mountains"
"3047275","17","Open high mountains","Open_Hills_and_Mountains"
"3075775","17","Open high mountains","Open_Hills_and_Mountains"
"3065650","21","High mountains","Hills_and_Mountains"
"3035634","21","High mountains","Hills_and_Mountains"
"3035640","21","High mountains","Hills_and_Mountains"
"3000175","21","High mountains","Hills_and_Mountains"
"3005875","21","High mountains","Hills_and_Mountains"
"3038125","21","High mountains","Hills_and_Mountains"
"3053725","21","High mountains","Hills_and_Mountains"
"3018250","21","High mountains","Hills_and_Mountains"
"3043830","21","High mountains","Hills_and_Mountains"
"3035875","21","High mountains","Hills_and_Mountains"
"3012625","5","Tablelands, moderate relief","Tablelands"
"3076675","17","Open high mountains","Open_Hills_and_Mountains"
"3036250","5","Tablelands, moderate relief","Tablelands"
"3035622","21","High mountains","Hills_and_Mountains"
"3048190","17","Open high mountains","Open_Hills_and_Mountains"
"3011200","21","High mountains","Hills_and_Mountains"
"3042250","15","Open high hills","Open_Hills_and_Mountains"
"3076975","15","Open high hills","Open_Hills_and_Mountains"
"3056800","5","Tablelands, moderate relief","Tablelands"
"3067525","15","Open high hills","Open_Hills_and_Mountains"
"3081325","17","Open high mountains","Open_Hills_and_Mountains"
"3044200","15","Open high hills","Open_Hills_and_Mountains"
"3012775","17","Open high mountains","Open_Hills_and_Mountains"
"3024850","21","High mountains","Hills_and_Mountains"
"3051550","17","Open high mountains","Open_Hills_and_Mountains"
"3017275","21","High mountains","Hills_and_Mountains"
"3052900","15","Open high hills","Open_Hills_and_Mountains"
"3028650","21","High mountains","Hills_and_Mountains"
"3054684","17","Open high mountains","Open_Hills_and_Mountains"
"3043525","17","Open high mountains","Open_Hills_and_Mountains"
"3033775","21","High mountains","Hills_and_Mountains"
"3041050","15","Open high hills","Open_Hills_and_Mountains"
"3017800","21","High mountains","Hills_and_Mountains"
"3046225","17","Open high mountains","Open_Hills_and_Mountains"
"3003212","4","Irregular plains","Plains"
"3047575","21","High mountains","Hills_and_Mountains"
"3082635","21","High mountains","Hills_and_Mountains"
"3004900","21","High mountains","Hills_and_Mountains"
"3025075","21","High mountains","Hills_and_Mountains"
"3028450","15","Open high hills","Open_Hills_and_Mountains"
"3031075","15","Open high hills","Open_Hills_and_Mountains"
"3035600","21","High mountains","Hills_and_Mountains"
"3044650","21","High mountains","Hills_and_Mountains"
"3008462","21","High mountains","Hills_and_Mountains"
"3026226","21","High mountains","Hills_and_Mountains"
"3079900","17","Open high mountains","Open_Hills_and_Mountains"
"3058900","17","Open high mountains","Open_Hills_and_Mountains"
"3079935","21","High mountains","Hills_and_Mountains"
"3047875","21","High mountains","Hills_and_Mountains"
"3019300","21","High mountains","Hills_and_Mountains"
"3022600","21","High mountains","Hills_and_Mountains"
"3023950","21","High mountains","Hills_and_Mountains"
"3075175","21","High mountains","Hills_and_Mountains"
"3035275","17","Open high mountains","Open_Hills_and_Mountains"
"3073975","21","High mountains","Hills_and_Mountains"
"3067225","17","Open high mountains","Open_Hills_and_Mountains"
"3003400","5","Tablelands, moderate relief","Tablelands"
"3028600","17","Open high mountains","Open_Hills_and_Mountains"
"3082075","21","High mountains","Hills_and_Mountains"
"3017050","21","High mountains","Hills_and_Mountains"
"3059950","21","High mountains","Hills_and_Mountains"
"3064150","21","High mountains","Hills_and_Mountains"
"3025225","21","High mountains","Hills_and_Mountains"
"3069680","21","High mountains","Hills_and_Mountains"
"3055675","21","High mountains","Hills_and_Mountains"
"3025375","15","Open high hills","Open_Hills_and_Mountains"
"3041950","21","High mountains","Hills_and_Mountains"
"3027700","15","Open high hills","Open_Hills_and_Mountains"
"3003475","9","Plains with hills","Plains_with_Hills_or_Mountains"
"3043375","17","Open high mountains","Open_Hills_and_Mountains"
"3040355","21","High mountains","Hills_and_Mountains"
"3021850","17","Open high mountains","Open_Hills_and_Mountains"
"3061525","21","High mountains","Hills_and_Mountains"
"3012025","21","High mountains","Hills_and_Mountains"
"3013975","21","High mountains","Hills_and_Mountains"
"3006410","21","High mountains","Hills_and_Mountains"
"3038350","15","Open high hills","Open_Hills_and_Mountains"
"3026575","21","High mountains","Hills_and_Mountains"
"3044350","17","Open high mountains","Open_Hills_and_Mountains"
"3065065","4","Irregular plains","Plains"
"3058834","21","High mountains","Hills_and_Mountains"
"3081175","17","Open high mountains","Open_Hills_and_Mountains"
"3078775","21","High mountains","Hills_and_Mountains"
"3069725","17","Open high mountains","Open_Hills_and_Mountains"
"3036475","15","Open high hills","Open_Hills_and_Mountains"
"3074725","21","High mountains","Hills_and_Mountains"
"3040525","6","Tablelands, considerable relief","Tablelands"
"3068985","15","Open high hills","Open_Hills_and_Mountains"
"3008725","4","Irregular plains","Plains"
"3007300","21","High mountains","Hills_and_Mountains"
"3005275","17","Open high mountains","Open_Hills_and_Mountains"
"3001525","21","High mountains","Hills_and_Mountains"
"3074500","17","Open high mountains","Open_Hills_and_Mountains"
"3075550","21","High mountains","Hills_and_Mountains"
"3069900","17","Open high mountains","Open_Hills_and_Mountains"
"5611700","21","High mountains","Hills_and_Mountains"
"5638960","21","High mountains","Hills_and_Mountains"
"5666075","21","High mountains","Hills_and_Mountains"
"5604885","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5620690","21","High mountains","Hills_and_Mountains"
"5612860","16","Open low mountains","Open_Hills_and_Mountains"
"5627650","21","High mountains","Hills_and_Mountains"
"5679270","10","Plains with high hills","Plains_with_Hills_or_Mountains"
"5605245","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5613150","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5632290","16","Open low mountains","Open_Hills_and_Mountains"
"5615325","21","High mountains","Hills_and_Mountains"
"5631855","15","Open high hills","Open_Hills_and_Mountains"
"5604740","21","High mountains","Hills_and_Mountains"
"5671150","21","High mountains","Hills_and_Mountains"
"5654185","20","Low mountains","Hills_and_Mountains"
"5686665","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5600825","16","Open low mountains","Open_Hills_and_Mountains"
"5643455","21","High mountains","Hills_and_Mountains"
"5639250","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5680285","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5601936","21","High mountains","Hills_and_Mountains"
"5657375","21","High mountains","Hills_and_Mountains"
"5610175","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5651285","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5630985","21","High mountains","Hills_and_Mountains"
"5624350","16","Open low mountains","Open_Hills_and_Mountains"
"5609235","21","High mountains","Hills_and_Mountains"
"5660130","21","High mountains","Hills_and_Mountains"
"5642730","20","Low mountains","Hills_and_Mountains"
"5679125","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5641353","21","High mountains","Hills_and_Mountains"
"5629825","21","High mountains","Hills_and_Mountains"
"5635335","21","High mountains","Hills_and_Mountains"
"5618225","21","High mountains","Hills_and_Mountains"
"5659332","20","Low mountains","Hills_and_Mountains"
"5641860","21","High mountains","Hills_and_Mountains"
"5606480","20","Low mountains","Hills_and_Mountains"
"5637510","16","Open low mountains","Open_Hills_and_Mountains"
"5682967","16","Open low mountains","Open_Hills_and_Mountains"
"5671350","15","Open high hills","Open_Hills_and_Mountains"
"5606407","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5644252","16","Open low mountains","Open_Hills_and_Mountains"
"5606770","21","High mountains","Hills_and_Mountains"
"5646935","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5614165","16","Open low mountains","Open_Hills_and_Mountains"
"5666220","21","High mountains","Hills_and_Mountains"
"5613900","16","Open low mountains","Open_Hills_and_Mountains"
"5669845","21","High mountains","Hills_and_Mountains"
"5649775","21","High mountains","Hills_and_Mountains"
"5673615","21","High mountains","Hills_and_Mountains"
"5619530","21","High mountains","Hills_and_Mountains"
"5671800","16","Open low mountains","Open_Hills_and_Mountains"
"5622720","20","Low mountains","Hills_and_Mountains"
"5663100","21","High mountains","Hills_and_Mountains"
"5607060","21","High mountains","Hills_and_Mountains"
"5681300","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5620110","21","High mountains","Hills_and_Mountains"
"5603652","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5675790","20","Low mountains","Hills_and_Mountains"
"5683100","16","Open low mountains","Open_Hills_and_Mountains"
"5667090","16","Open low mountains","Open_Hills_and_Mountains"
"5663755","21","High mountains","Hills_and_Mountains"
"5635625","16","Open low mountains","Open_Hills_and_Mountains"
"5601695","21","High mountains","Hills_and_Mountains"
"5670570","21","High mountains","Hills_and_Mountains"
"5650415","21","High mountains","Hills_and_Mountains"
"5683040","16","Open low mountains","Open_Hills_and_Mountains"
"5621125","16","Open low mountains","Open_Hills_and_Mountains"
"5676515","20","Low mountains","Hills_and_Mountains"
"5634320","16","Open low mountains","Open_Hills_and_Mountains"
"5605320","21","High mountains","Hills_and_Mountains"
"5623155","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5624025","21","High mountains","Hills_and_Mountains"
"5617210","21","High mountains","Hills_and_Mountains"
"5661610","20","Low mountains","Hills_and_Mountains"
"5603245","21","High mountains","Hills_and_Mountains"
"5627940","10","Plains with high hills","Plains_with_Hills_or_Mountains"
"5662812","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5678400","21","High mountains","Hills_and_Mountains"
"5640265","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5680575","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5609307","21","High mountains","Hills_and_Mountains"
"5625475","21","High mountains","Hills_and_Mountains"
"5656700","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5657810","21","High mountains","Hills_and_Mountains"
"5652445","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5653460","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5648530","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5662450","21","High mountains","Hills_and_Mountains"
"5671947","21","High mountains","Hills_and_Mountains"
"5632870","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5667235","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5665060","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5666655","10","Plains with high hills","Plains_with_Hills_or_Mountains"
"5630115","21","High mountains","Hills_and_Mountains"
"5601115","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5671295","16","Open low mountains","Open_Hills_and_Mountains"
"5651575","21","High mountains","Hills_and_Mountains"
"5668685","21","High mountains","Hills_and_Mountains"
"5667440","16","Open low mountains","Open_Hills_and_Mountains"
"5674195","20","Low mountains","Hills_and_Mountains"
"5628230","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5647950","21","High mountains","Hills_and_Mountains"
"5649980","21","High mountains","Hills_and_Mountains"
"5611120","21","High mountains","Hills_and_Mountains"
"5617645","21","High mountains","Hills_and_Mountains"
"5662305","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5663465","21","High mountains","Hills_and_Mountains"
"5686737","16","Open low mountains","Open_Hills_and_Mountains"
"5626055","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5649400","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5654402","21","High mountains","Hills_and_Mountains"
"5600680","16","Open low mountains","Open_Hills_and_Mountains"
"5613440","16","Open low mountains","Open_Hills_and_Mountains"
"5643745","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5677530","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5684852","16","Open low mountains","Open_Hills_and_Mountains"
"5662160","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5675355","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5610685","21","High mountains","Hills_and_Mountains"
"5611265","16","Open low mountains","Open_Hills_and_Mountains"
"5625185","16","Open low mountains","Open_Hills_and_Mountains"
"5601985","21","High mountains","Hills_and_Mountains"
"5663800","16","Open low mountains","Open_Hills_and_Mountains"
"5615400","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5623010","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5600245","21","High mountains","Hills_and_Mountains"
"5625910","21","High mountains","Hills_and_Mountains"
"5634030","21","High mountains","Hills_and_Mountains"
"5671440","21","High mountains","Hills_and_Mountains"
"5675572","21","High mountains","Hills_and_Mountains"
"5602877","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5613222","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5638307","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5662269","21","High mountains","Hills_and_Mountains"
"5684925","20","Low mountains","Hills_and_Mountains"
"5621415","21","High mountains","Hills_and_Mountains"
"5608365","21","High mountains","Hills_and_Mountains"
"5625620","10","Plains with high hills","Plains_with_Hills_or_Mountains"
"5661435","16","Open low mountains","Open_Hills_and_Mountains"
"5676370","21","High mountains","Hills_and_Mountains"
"5642005","21","High mountains","Hills_and_Mountains"
"5632435","16","Open low mountains","Open_Hills_and_Mountains"
"5647370","10","Plains with high hills","Plains_with_Hills_or_Mountains"
"5645050","16","Open low mountains","Open_Hills_and_Mountains"
"5615760","21","High mountains","Hills_and_Mountains"
"5673180","21","High mountains","Hills_and_Mountains"
"5604015","21","High mountains","Hills_and_Mountains"
"5640555","21","High mountains","Hills_and_Mountains"
"5667670","21","High mountains","Hills_and_Mountains"
"5658970","21","High mountains","Hills_and_Mountains"
"5629400","16","Open low mountains","Open_Hills_and_Mountains"
"5658100","16","Open low mountains","Open_Hills_and_Mountains"
"5656520","21","High mountains","Hills_and_Mountains"
"5618950","21","High mountains","Hills_and_Mountains"
"5681640","16","Open low mountains","Open_Hills_and_Mountains"
"5639395","21","High mountains","Hills_and_Mountains"
"5675935","21","High mountains","Hills_and_Mountains"
"5658680","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5604160","21","High mountains","Hills_and_Mountains"
"5603000","21","High mountains","Hills_and_Mountains"
"5625330","21","High mountains","Hills_and_Mountains"
"5614097","16","Open low mountains","Open_Hills_and_Mountains"
"5635552","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5655200","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5606045","21","High mountains","Hills_and_Mountains"
"5683765","21","High mountains","Hills_and_Mountains"
"5640945","21","High mountains","Hills_and_Mountains"
"5629300","16","Open low mountains","Open_Hills_and_Mountains"
"5613005","10","Plains with high hills","Plains_with_Hills_or_Mountains"
"5681703","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5619385","21","High mountains","Hills_and_Mountains"
"5633740","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5639105","20","Low mountains","Hills_and_Mountains"
"5663900","21","High mountains","Hills_and_Mountains"
"5625765","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5605625","10","Plains with high hills","Plains_with_Hills_or_Mountains"
"5633885","21","High mountains","Hills_and_Mountains"
"5661580","21","High mountains","Hills_and_Mountains"
"5615905","21","High mountains","Hills_and_Mountains"
"5674775","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5685015","15","Open high hills","Open_Hills_and_Mountains"
"5669700","21","High mountains","Hills_and_Mountains"
"5656215","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5679705","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5651720","21","High mountains","Hills_and_Mountains"
"5648675","10","Plains with high hills","Plains_with_Hills_or_Mountains"
"5624750","21","High mountains","Hills_and_Mountains"
"5659985","21","High mountains","Hills_and_Mountains"
"5648240","20","Low mountains","Hills_and_Mountains"
"5636060","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5637727","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5603725","21","High mountains","Hills_and_Mountains"
"5628665","21","High mountains","Hills_and_Mountains"
"5640120","21","High mountains","Hills_and_Mountains"
"5664400","11","Plains with low mountains","Plains_with_Hills_or_Mountains"
"5601888","21","High mountains","Hills_and_Mountains"
"5650270","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5655345","10","Plains with high hills","Plains_with_Hills_or_Mountains"
"5647805","16","Open low mountains","Open_Hills_and_Mountains"
"5644760","21","High mountains","Hills_and_Mountains"
"5646790","9","Plains with hills","Plains_with_Hills_or_Mountains"
"5637945","21","High mountains","Hills_and_Mountains"
"5644615","9","Plains with hills","Plains_with_Hills_or_Mountains"
"1041700","1","Flat plains","Plains"
"1074330","1","Flat plains","Plains"
"1036760","1","Flat plains","Plains"
"1054050","5","Tablelands, moderate relief","Tablelands"
"1042480","1","Flat plains","Plains"
"1021200","1","Flat plains","Plains"
"1025840","1","Flat plains","Plains"
"1033250","1","Flat plains","Plains"
"1044430","1","Flat plains","Plains"
"1001530","5","Tablelands, moderate relief","Tablelands"
"1004650","5","Tablelands, moderate relief","Tablelands"
"1020900","1","Flat plains","Plains"
"1031560","1","Flat plains","Plains"
"1067700","1","Flat plains","Plains"
"1021387","1","Flat plains","Plains"
"1061720","1","Flat plains","Plains"
"1026620","1","Flat plains","Plains"
"1042870","1","Flat plains","Plains"
"1026880","1","Flat plains","Plains"
"1058600","5","Tablelands, moderate relief","Tablelands"
"1080895","1","Flat plains","Plains"
"1080830","1","Flat plains","Plains"
"1077840","5","Tablelands, moderate relief","Tablelands"
"1020380","1","Flat plains","Plains"
"1077580","5","Tablelands, moderate relief","Tablelands"
"1056490","5","Tablelands, moderate relief","Tablelands"
"1033900","1","Flat plains","Plains"
"1029090","1","Flat plains","Plains"
"1047030","5","Tablelands, moderate relief","Tablelands"
"1060290","1","Flat plains","Plains"
"1048200","1","Flat plains","Plains"
"1007250","1","Flat plains","Plains"
"1050800","5","Tablelands, moderate relief","Tablelands"
"1041830","1","Flat plains","Plains"
"1048330","1","Flat plains","Plains"
"1061265","1","Flat plains","Plains"
