July 2023 Contiguous U.S. County Maximum Temperature,,,,,,
Units: Degrees Fahrenheit,,,,,,
Missing: -99,,,,,,
Period of Record: 129 Years,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
KS-155,Reno County,Kansas,92.6,71,-0.4,93
KS-157,Republic County,Kansas,89.7,58,-1.1,90.8
KS-159,Rice County,Kansas,92.2,69,-0.4,92.6
KS-161,Riley County,Kansas,90.2,56,-1.2,91.4
KS-163,Rooks County,Kansas,90.8,41,-1.9,92.7
KS-165,Rush County,Kansas,91.5,50,-1.2,92.7
KS-167,Russell County,Kansas,92.5,67,-0.5,93
KS-169,Saline County,Kansas,92.6,70,0.2,92.4
KS-171,Scott County,Kansas,90.5,42,-1.3,91.8
KS-173,Sedgwick County,Kansas,92.4,65,-0.7,93.1
KS-175,Seward County,Kansas,92.4,47,-1.1,93.5
KS-177,Shawnee County,Kansas,89.8,69,-0.4,90.2
KS-179,Sheridan County,Kansas,89.3,28,-2.3,91.6
KS-181,Sherman County,Kansas,88.6,40,-1.1,89.7
KS-183,Smith County,Kansas,88.8,28,-3.2,92
KS-185,Stafford County,Kansas,91.1,49,-1.2,92.3
KS-187,Stanton County,Kansas,91.2,27,-2.2,93.4
KS-189,Stevens County,Kansas,92.2,45,-1.3,93.5
KS-191,Sumner County,Kansas,92.2,54,-1.7,93.9
KS-193,Thomas County,Kansas,88.8,29,-2,90.8
KS-195,Trego County,Kansas,91.2,51,-1.1,92.3
KS-197,Wabaunsee County,Kansas,90.2,78,-0.1,90.3
KS-199,Wallace County,Kansas,89.3,44,-0.8,90.1
KS-201,Washington County,Kansas,88,29,-3,91
KS-203,Wichita County,Kansas,89.3,29,-1.9,91.2
KS-205,Wilson County,Kansas,91.4,71,-0.3,91.7
KS-207,Woodson County,Kansas,90.9,73,-0.1,91
KS-209,Wyandotte County,Kansas,88.3,62,-1,89.3
KY-001,Adair County,Kentucky,86.8,44,-1.2,88
KY-003,Allen County,Kentucky,88.6,41,-1.3,89.9
KY-005,Anderson County,Kentucky,86.2,48,-1.1,87.3
KY-007,Ballard County,Kentucky,89.4,65,-0.4,89.8
KY-009,Barren County,Kentucky,89,49,-0.9,89.9
KY-011,Bath County,Kentucky,85.7,45,-1.5,87.2
KY-013,Bell County,Kentucky,85.1,72,0.1,85
KY-015,Boone County,Kentucky,85.5,55,-0.9,86.4
KY-017,Bourbon County,Kentucky,85.8,49,-1.1,86.9
KY-019,Boyd County,Kentucky,88.3,100,1.9,86.4
KY-021,Boyle County,Kentucky,85.2,44,-1.4,86.6
KY-023,Bracken County,Kentucky,85.6,45,-1.3,86.9
KY-025,Breathitt County,Kentucky,86.6,59,-0.4,87
KY-027,Breckinridge County,Kentucky,86.2,25,-2.4,88.6
KY-029,Bullitt County,Kentucky,87.3,49,-1,88.3
KY-031,Butler County,Kentucky,87.7,34,-1.8,89.5
KY-033,Caldwell County,Kentucky,88.6,63,-0.8,89.4
KY-035,Calloway County,Kentucky,89.1,61,-0.9,90
KY-037,Campbell County,Kentucky,86.6,60,-0.4,87
KY-039,Carlisle County,Kentucky,89.4,63,-0.5,89.9
KY-041,Carroll County,Kentucky,86.2,53,-1.2,87.4
KY-043,Carter County,Kentucky,86.7,73,0.2,86.5
KY-045,Casey County,Kentucky,85.2,41,-1.3,86.5
KY-047,Christian County,Kentucky,88.7,62,-0.5,89.2
KY-049,Clark County,Kentucky,86,53,-0.9,86.9
KY-051,Clay County,Kentucky,86.6,71,0.2,86.4
KY-053,Clinton County,Kentucky,86,42,-1.3,87.3
KY-055,Crittenden County,Kentucky,88.4,54,-1.1,89.5
KY-057,Cumberland County,Kentucky,87.7,47,-1.2,88.9
KY-059,Daviess County,Kentucky,87.4,39,-1.8,89.2
KY-061,Edmonson County,Kentucky,88,39,-1.5,89.5
KY-063,Elliott County,Kentucky,86,54,-0.7,86.7
KY-065,Estill County,Kentucky,86.2,52,-0.9,87.1
KY-067,Fayette County,Kentucky,85.4,49,-1.1,86.5
KY-069,Fleming County,Kentucky,85.3,41,-1.7,87
KY-071,Floyd County,Kentucky,87,70,0,87
KY-073,Franklin County,Kentucky,86.2,49,-1.2,87.4
KY-075,Fulton County,Kentucky,88.9,40,-1.7,90.6
KY-077,Gallatin County,Kentucky,86.1,53,-1,87.1
KY-079,Garrard County,Kentucky,85.3,44,-1.3,86.6
KY-081,Grant County,Kentucky,85.6,54,-1,86.6
KY-083,Graves County,Kentucky,89,58,-0.8,89.8
KY-085,Grayson County,Kentucky,86.8,31,-2,88.8
KY-087,Green County,Kentucky,87.5,45,-1.2,88.7
KY-089,Greenup County,Kentucky,87.5,87,1.1,86.4
KY-091,Hancock County,Kentucky,86.1,20,-2.8,88.9
KY-093,Hardin County,Kentucky,86.3,38,-1.6,87.9
KY-095,Harlan County,Kentucky,83.7,88,0.9,82.8
KY-097,Harrison County,Kentucky,85.7,51,-1.3,87
KY-099,Hart County,Kentucky,87.6,42,-1.3,88.9
KY-101,Henderson County,Kentucky,88.2,53,-1.1,89.3
KY-103,Henry County,Kentucky,86,46,-1.3,87.3
KY-105,Hickman County,Kentucky,89,49,-1.1,90.1
KY-107,Hopkins County,Kentucky,88.1,45,-1.2,89.3
KY-109,Jackson County,Kentucky,85.2,59,-0.6,85.8
KY-111,Jefferson County,Kentucky,87.2,43,-1.2,88.4
KY-113,Jessamine County,Kentucky,85.5,46,-1.1,86.6
KY-115,Johnson County,Kentucky,86.5,60,-0.5,87
KY-117,Kenton County,Kentucky,85.8,59,-0.6,86.4
KY-119,Knott County,Kentucky,85.9,72,0.1,85.8
KY-121,Knox County,Kentucky,86.5,71,0.2,86.3
KY-123,Larue County,Kentucky,86.4,42,-1.4,87.8
KY-125,Laurel County,Kentucky,85.9,58,-0.2,86.1
KY-127,Lawrence County,Kentucky,87.4,82,0.7,86.7
KY-129,Lee County,Kentucky,86.4,54,-0.8,87.2
KY-131,Leslie County,Kentucky,85.9,79,0.4,85.5
KY-133,Letcher County,Kentucky,85,84,0.7,84.3
KY-135,Lewis County,Kentucky,85.7,50,-1.1,86.8
KY-137,Lincoln County,Kentucky,84.8,44,-1.3,86.1
KY-139,Livingston County,Kentucky,88.7,55,-1.2,89.9
KY-141,Logan County,Kentucky,87.7,32,-1.9,89.6
KY-143,Lyon County,Kentucky,89.1,67,-0.7,89.8
KY-145,McCracken County,Kentucky,89.4,63,-0.5,89.9
KY-147,McCreary County,Kentucky,85,52,-0.9,85.9
KY-149,McLean County,Kentucky,87.8,40,-1.4,89.2
KY-151,Madison County,Kentucky,85.9,50,-0.9,86.8
KY-153,Magoffin County,Kentucky,86.1,52,-0.7,86.8
KY-155,Marion County,Kentucky,86.4,45,-1.2,87.6
KY-157,Marshall County,Kentucky,89.4,66,-0.7,90.1
KY-159,Martin County,Kentucky,87.8,84,0.8,87
KY-161,Mason County,Kentucky,85.2,41,-1.6,86.8
KY-163,Meade County,Kentucky,86.3,36,-1.8,88.1
KY-165,Menifee County,Kentucky,85.3,45,-1.4,86.7
KY-167,Mercer County,Kentucky,85.7,48,-1.2,86.9
KY-169,Metcalfe County,Kentucky,87.9,49,-1,88.9
KY-171,Monroe County,Kentucky,88.2,45,-1.2,89.4
KY-173,Montgomery County,Kentucky,86.1,55,-0.9,87
KY-175,Morgan County,Kentucky,85.7,43,-1.3,87
KY-177,Muhlenberg County,Kentucky,87.5,35,-1.7,89.2
KY-179,Nelson County,Kentucky,87,48,-1,88
KY-181,Nicholas County,Kentucky,85.7,47,-1.3,87
KY-183,Ohio County,Kentucky,87,28,-2.1,89.1
KY-185,Oldham County,Kentucky,86.2,37,-1.6,87.8
KY-187,Owen County,Kentucky,85.8,51,-1.2,87
KY-189,Owsley County,Kentucky,86.6,62,-0.3,86.9
KY-191,Pendleton County,Kentucky,86,56,-1,87
KY-193,Perry County,Kentucky,86.3,73,0.2,86.1
KY-195,Pike County,Kentucky,87.2,88,0.9,86.3
KY-197,Powell County,Kentucky,86.1,50,-1,87.1
KY-199,Pulaski County,Kentucky,85.4,51,-0.9,86.3
KY-201,Robertson County,Kentucky,85.6,43,-1.5,87.1
KY-203,Rockcastle County,Kentucky,84.9,51,-0.9,85.8
KY-205,Rowan County,Kentucky,84.9,36,-1.9,86.8
KY-207,Russell County,Kentucky,86.2,45,-1.2,87.4
KY-209,Scott County,Kentucky,85.5,47,-1.2,86.7
KY-211,Shelby County,Kentucky,86.2,44,-1.2,87.4
KY-213,Simpson County,Kentucky,88.1,40,-1.4,89.5
KY-215,Spencer County,Kentucky,86.8,44,-1.2,88
KY-217,Taylor County,Kentucky,86.5,44,-1.2,87.7
KY-219,Todd County,Kentucky,88,42,-1.3,89.3
KY-221,Trigg County,Kentucky,89.2,73,-0.4,89.6
KY-223,Trimble County,Kentucky,86,46,-1.5,87.5
KY-225,Union County,Kentucky,88.5,52,-1,89.5
KY-227,Warren County,Kentucky,88.8,44,-1.2,90
KY-229,Washington County,Kentucky,86.3,47,-1.1,87.4
KY-231,Wayne County,Kentucky,85.4,45,-1.2,86.6
KY-233,Webster County,Kentucky,88.3,53,-1,89.3
KY-235,Whitley County,Kentucky,85.8,56,-0.5,86.3
KY-237,Wolfe County,Kentucky,85.9,48,-1.1,87
KY-239,Woodford County,Kentucky,85.7,45,-1.2,86.9
LA-001,Acadia Parish,Louisiana,95.2,125,2.8,92.4
LA-003,Allen Parish,Louisiana,95.8,125,3.1,92.7
LA-005,Ascension Parish,Louisiana,96,129,4.8,91.2
LA-007,Assumption Parish,Louisiana,95.1,129,4.4,90.7
LA-009,Avoyelles Parish,Louisiana,95.5,121,2.7,92.8
LA-011,Beauregard Parish,Louisiana,96.6,127,4.2,92.4
LA-013,Bienville Parish,Louisiana,93.7,89,0.9,92.8
LA-015,Bossier Parish,Louisiana,94.1,83,0.6,93.5
LA-017,Caddo Parish,Louisiana,94.7,87,0.9,93.8
LA-019,Calcasieu Parish,Louisiana,95.5,129,3.9,91.6
LA-021,Caldwell Parish,Louisiana,95.2,110,2.5,92.7
LA-023,Cameron Parish,Louisiana,94.5,129,4.1,90.4
LA-025,Catahoula Parish,Louisiana,95.5,116,2.7,92.8
LA-027,Claiborne Parish,Louisiana,93,78,0.4,92.6
LA-029,Concordia Parish,Louisiana,95.2,118,2.6,92.6
LA-031,De Soto Parish,Louisiana,95,99,1.5,93.5
LA-033,East Baton Rouge Parish,Louisiana,96.6,129,5,91.6
LA-035,East Carroll Parish,Louisiana,94.1,103,1.8,92.3
LA-037,East Feliciana Parish,Louisiana,96,128,4.4,91.7
LA-039,Evangeline Parish,Louisiana,95.4,120,2.6,92.8
LA-041,Franklin Parish,Louisiana,95,108,2.4,92.6
LA-043,Grant Parish,Louisiana,96,117,2.9,93.1
LA-045,Iberia Parish,Louisiana,94.6,129,4.2,90.4
LA-047,Iberville Parish,Louisiana,95.7,129,4.3,91.4
LA-049,Jackson Parish,Louisiana,94.2,99,1.9,92.3
LA-051,Jefferson Parish,Louisiana,93.9,129,3.9,90
LA-053,Jefferson Davis Parish,Louisiana,95,123,2.6,92.4
LA-055,Lafayette Parish,Louisiana,95.4,128,3.7,91.7
LA-057,Lafourche Parish,Louisiana,94,129,3.9,90.1
LA-059,La Salle Parish,Louisiana,96,118,3,93
LA-061,Lincoln Parish,Louisiana,93.3,89,1.1,92.2
LA-063,Livingston Parish,Louisiana,96.5,129,5.1,91.4
LA-065,Madison Parish,Louisiana,94.4,106,2.1,92.3
LA-067,Morehouse Parish,Louisiana,94,93,1.3,92.7
LA-069,Natchitoches Parish,Louisiana,96.2,119,2.9,93.3
LA-071,Orleans Parish,Louisiana,94,129,4.4,89.6
LA-073,Ouachita Parish,Louisiana,94.3,97,1.7,92.6
LA-075,Plaquemines Parish,Louisiana,92.7,129,3.8,88.9
LA-077,Pointe Coupee Parish,Louisiana,95.6,128,3.5,92.1
LA-079,Rapides Parish,Louisiana,96,122,2.9,93.1
LA-081,Red River Parish,Louisiana,94.4,90,1,93.4
LA-083,Richland Parish,Louisiana,94.6,105,2,92.6
LA-085,Sabine Parish,Louisiana,97.8,127,4.7,93.1
LA-087,St. Bernard Parish,Louisiana,93,128,4.1,88.9
LA-089,St. Charles Parish,Louisiana,95,129,4.2,90.8
LA-091,St. Helena Parish,Louisiana,96.4,128,4.9,91.5
LA-093,St. James Parish,Louisiana,95.6,128,4.4,91.2
LA-095,St. John the Baptist Parish,Louisiana,95.7,129,4.5,91.2
LA-097,St. Landry Parish,Louisiana,95.1,122,2.9,92.2
LA-099,St. Martin Parish,Louisiana,95.3,129,4,91.3
LA-101,St. Mary Parish,Louisiana,93.7,129,3.9,89.8
LA-103,St. Tammany Parish,Louisiana,95.8,129,5.2,90.6
LA-105,Tangipahoa Parish,Louisiana,96.6,129,5.4,91.2
LA-107,Tensas Parish,Louisiana,94.7,110,2.2,92.5
LA-109,Terrebonne Parish,Louisiana,93.7,129,4,89.7
LA-111,Union Parish,Louisiana,93.4,85,0.8,92.6
LA-113,Vermilion Parish,Louisiana,94.6,129,3.8,90.8
LA-115,Vernon Parish,Louisiana,97.5,127,4.9,92.6
LA-117,Washington Parish,Louisiana,95.7,127,4.4,91.3
LA-119,Webster Parish,Louisiana,93.6,83,0.4,93.2
LA-121,West Baton Rouge Parish,Louisiana,96.2,128,4.4,91.8
LA-123,West Carroll Parish,Louisiana,94.1,100,1.6,92.5
LA-125,West Feliciana Parish,Louisiana,95.4,128,3.5,91.9
LA-127,Winn Parish,Louisiana,95.6,114,2.7,92.9
ME-001,Androscoggin County,Maine,80.7,102,1.6,79.1
ME-003,Aroostook County,Maine,79.7,123,3.7,76
ME-005,Cumberland County,Maine,80.5,85,1.2,79.3
ME-007,Franklin County,Maine,77,113,2.5,74.5
ME-009,Hancock County,Maine,80.4,117,3.1,77.3
ME-011,Kennebec County,Maine,80.8,107,1.8,79
ME-013,Knox County,Maine,77.6,105,1.9,75.7
ME-015,Lincoln County,Maine,78.8,107,1.8,77
ME-017,Oxford County,Maine,79,102,1.8,77.2
ME-019,Penobscot County,Maine,81.1,119,3.1,78
ME-021,Piscataquis County,Maine,78.8,120,3.2,75.6
ME-023,Sagadahoc County,Maine,79.8,105,1.8,78
ME-025,Somerset County,Maine,78.2,119,3.1,75.1
ME-027,Waldo County,Maine,79.6,109,2.2,77.4
ME-029,Washington County,Maine,79.6,116,3.3,76.3
ME-031,York County,Maine,81.1,78,1.1,80
MD-001,Allegany County,Maryland,86.6,96,1.2,85.4
MD-003,Anne Arundel County,Maryland,89.4,108,2.7,86.7
MD-005,Baltimore County,Maryland,88.5,109,2.7,85.8
MD-009,Calvert County,Maryland,88.4,101,1.9,86.5
MD-011,Caroline County,Maryland,89.1,105,2.3,86.8
MD-013,Carroll County,Maryland,87.5,107,2.5,85
MD-015,Cecil County,Maryland,86.3,81,0.6,85.7
MD-017,Charles County,Maryland,89.3,105,2.2,87.1
MD-019,Dorchester County,Maryland,89.8,113,3,86.8
MD-021,Frederick County,Maryland,88.2,117,2.9,85.3
MD-023,Garrett County,Maryland,80.3,90,1.2,79.1
MD-025,Harford County,Maryland,87.5,90,1.6,85.9
MD-027,Howard County,Maryland,88.4,115,3.2,85.2
MD-029,Kent County,Maryland,88.5,102,2.1,86.4
MD-031,Montgomery County,Maryland,88.2,114,3,85.2
MD-033,Prince George's County,Maryland,88.8,101,2.1,86.7
MD-035,Queen Anne's County,Maryland,88.8,101,2.1,86.7
MD-037,St. Mary's County,Maryland,88.8,105,2.2,86.6
MD-039,Somerset County,Maryland,89.4,121,3.4,86
MD-041,Talbot County,Maryland,89,108,2.4,86.6
MD-043,Washington County,Maryland,88.4,108,2.4,86
MD-045,Wicomico County,Maryland,89.7,120,3.4,86.3
MD-047,Worcester County,Maryland,88,111,2.9,85.1
MD-510,Baltimore City,Maryland,90.6,120,3.7,86.9
MD-511,"Washington, D.C.",District of Columbia,89,104,2.4,86.6
MA-001,Barnstable County,Massachusetts,82.2,125,4.5,77.7
MA-003,Berkshire County,Massachusetts,81.1,109,2.2,78.9
MA-005,Bristol County,Massachusetts,84.1,113,3.1,81
MA-007,Dukes County,Massachusetts,81.6,120,3.7,77.9
MA-009,Essex County,Massachusetts,81.9,90,1.5,80.4
MA-011,Franklin County,Massachusetts,83.2,107,2,81.2
MA-013,Hampden County,Massachusetts,84.1,107,2.2,81.9
MA-015,Hampshire County,Massachusetts,83.6,101,1.6,82
MA-017,Middlesex County,Massachusetts,84.7,110,2.3,82.4
MA-019,Nantucket County,Massachusetts,78.4,122,3.9,74.5
MA-021,Norfolk County,Massachusetts,84.9,113,3.1,81.8
MA-023,Plymouth County,Massachusetts,84.7,119,3.9,80.8
MA-025,Suffolk County,Massachusetts,84.1,111,3.1,81
MA-027,Worcester County,Massachusetts,83.6,114,2.9,80.7
MI-001,Alcona County,Michigan,79.4,71,0.3,79.1
MI-003,Alger County,Michigan,74.7,37,-1.8,76.5
MI-005,Allegan County,Michigan,81.3,26,-2.1,83.4
MI-007,Alpena County,Michigan,80.2,88,1,79.2
MI-009,Antrim County,Michigan,79.7,75,0.4,79.3
MI-011,Arenac County,Michigan,80.4,49,-0.8,81.2
MI-013,Baraga County,Michigan,74.7,39,-1.2,75.9
MI-015,Barry County,Michigan,82.1,44,-1.4,83.5
MI-017,Bay County,Michigan,81.1,52,-0.9,82
MI-019,Benzie County,Michigan,79.6,93,2,77.6
MI-021,Berrien County,Michigan,81.5,37,-1.9,83.4
MI-023,Branch County,Michigan,82.8,62,-0.4,83.2
MI-025,Calhoun County,Michigan,82.5,57,-0.7,83.2
MI-027,Cass County,Michigan,82.7,56,-0.9,83.6
MI-029,Charlevoix County,Michigan,79,61,-0.4,79.4
MI-031,Cheboygan County,Michigan,79.3,63,-0.3,79.6
MI-033,Chippewa County,Michigan,75.6,60,-0.2,75.8
MI-035,Clare County,Michigan,81.1,65,-0.1,81.2
MI-037,Clinton County,Michigan,82.6,60,-0.5,83.1
MI-039,Crawford County,Michigan,80,71,0.3,79.7
MI-041,Delta County,Michigan,77.1,56,-0.3,77.4
MI-043,Dickinson County,Michigan,78.3,58,-0.1,78.4
MI-045,Eaton County,Michigan,82.4,56,-0.8,83.2
MI-047,Emmet County,Michigan,77.3,65,-0.3,77.6
MI-049,Genesee County,Michigan,82.4,64,-0.3,82.7
MI-051,Gladwin County,Michigan,81.1,51,-1,82.1
MI-053,Gogebic County,Michigan,75.8,41,-1.2,77
MI-055,Grand Traverse County,Michigan,80.8,88,1.4,79.4
MI-057,Gratiot County,Michigan,82.1,57,-0.7,82.8
MI-059,Hillsdale County,Michigan,82.4,65,-0.3,82.7
MI-061,Houghton County,Michigan,76.1,47,-0.7,76.8
MI-063,Huron County,Michigan,79.7,71,0,79.7
MI-065,Ingham County,Michigan,82.2,59,-0.4,82.6
MI-067,Ionia County,Michigan,82,50,-1.1,83.1
MI-069,Iosco County,Michigan,79.9,67,0,79.9
MI-071,Iron County,Michigan,76.4,46,-0.8,77.2
MI-073,Isabella County,Michigan,81.5,54,-0.5,82
MI-075,Jackson County,Michigan,82,55,-0.6,82.6
MI-077,Kalamazoo County,Michigan,82.6,46,-1.4,84
MI-079,Kalkaska County,Michigan,80.6,80,0.9,79.7
MI-081,Kent County,Michigan,81.5,39,-1.4,82.9
MI-083,Keweenaw County,Michigan,73.3,52,-0.5,73.8
MI-085,Lake County,Michigan,81.2,67,-0.2,81.4
MI-087,Lapeer County,Michigan,81.7,59,-0.5,82.2
MI-089,Leelanau County,Michigan,78.1,79,0.8,77.3
MI-091,Lenawee County,Michigan,83,58,-0.6,83.6
MI-093,Livingston County,Michigan,81.5,54,-0.7,82.2
MI-095,Luce County,Michigan,74.6,42,-1.2,75.8
MI-097,Mackinac County,Michigan,75.5,57,-0.4,75.9
MI-099,Macomb County,Michigan,82.2,54,-0.5,82.7
MI-101,Manistee County,Michigan,79.9,80,0.8,79.1
MI-103,Marquette County,Michigan,75.6,44,-1,76.6
MI-105,Mason County,Michigan,79.5,57,-0.3,79.8
MI-107,Mecosta County,Michigan,81.2,55,-0.7,81.9
MI-109,Menominee County,Michigan,79.6,58,-0.1,79.7
MI-111,Midland County,Michigan,81.7,52,-0.9,82.6
MI-113,Missaukee County,Michigan,81.2,81,0.9,80.3
MI-115,Monroe County,Michigan,83.4,58,-0.4,83.8
MI-117,Montcalm County,Michigan,81.4,50,-1,82.4
MI-119,Montmorency County,Michigan,80.4,71,0.3,80.1
MI-121,Muskegon County,Michigan,80.8,51,-0.6,81.4
MI-123,Newaygo County,Michigan,81.3,51,-0.8,82.1
MI-125,Oakland County,Michigan,81.9,52,-0.6,82.5
MI-127,Oceana County,Michigan,80.2,58,-0.4,80.6
MI-129,Ogemaw County,Michigan,80.4,64,-0.1,80.5
MI-131,Ontonagon County,Michigan,76.6,43,-0.8,77.4
MI-133,Osceola County,Michigan,81,71,0.1,80.9
MI-135,Oscoda County,Michigan,80.2,74,0.4,79.8
MI-137,Otsego County,Michigan,79.5,77,0.5,79
MI-139,Ottawa County,Michigan,81,42,-1.3,82.3
MI-141,Presque Isle County,Michigan,79.2,67,-0.1,79.3
MI-143,Roscommon County,Michigan,80.5,72,0.1,80.4
MI-145,Saginaw County,Michigan,82.3,59,-0.7,83
MI-147,St. Clair County,Michigan,81.3,60,-0.4,81.7
MI-149,St. Joseph County,Michigan,83.6,70,-0.4,84
MI-151,Sanilac County,Michigan,80.2,61,-0.3,80.5
MI-153,Schoolcraft County,Michigan,76.3,40,-1.3,77.6
MI-155,Shiawassee County,Michigan,82.2,53,-0.7,82.9
MI-157,Tuscola County,Michigan,81.2,53,-0.9,82.1
MI-159,Van Buren County,Michigan,81.6,27,-2.1,83.7
MI-161,Washtenaw County,Michigan,81.5,48,-1.1,82.6
MI-163,Wayne County,Michigan,83,59,-0.3,83.3
MI-165,Wexford County,Michigan,80.8,81,0.9,79.9
MN-001,Aitkin County,Minnesota,78.4,56,-0.3,78.7
MN-003,Anoka County,Minnesota,83.7,77,0.9,82.8
MN-005,Becker County,Minnesota,79,52,-0.9,79.9
MN-007,Beltrami County,Minnesota,76.6,26,-2.3,78.9
MN-009,Benton County,Minnesota,82.3,82,1.1,81.2
MN-011,Big Stone County,Minnesota,83.1,59,-0.5,83.6
MN-013,Blue Earth County,Minnesota,81.7,29,-2.3,84
MN-015,Brown County,Minnesota,82.6,38,-2.1,84.7
MN-017,Carlton County,Minnesota,77.5,45,-0.8,78.3
MN-019,Carver County,Minnesota,83.4,73,0.2,83.2
MN-021,Cass County,Minnesota,78.3,52,-0.6,78.9
MN-023,Chippewa County,Minnesota,82.9,46,-1.1,84
MN-025,Chisago County,Minnesota,83.1,76,0.8,82.3
MN-027,Clay County,Minnesota,81,47,-1.1,82.1
MN-029,Clearwater County,Minnesota,77,30,-2.1,79.1
MN-031,Cook County,Minnesota,73.1,43,-0.8,73.9
MN-033,Cottonwood County,Minnesota,81.6,39,-2,83.6
MN-035,Crow Wing County,Minnesota,80,70,0.5,79.5
MN-037,Dakota County,Minnesota,83.3,67,0,83.3
MN-039,Dodge County,Minnesota,81.6,61,-0.7,82.3
MN-041,Douglas County,Minnesota,80.1,57,-0.7,80.8
MN-043,Faribault County,Minnesota,81.3,27,-2.5,83.8
MN-045,Fillmore County,Minnesota,80.9,43,-1.6,82.5
MN-047,Freeborn County,Minnesota,80.9,35,-1.9,82.8
MN-049,Goodhue County,Minnesota,82.4,61,-0.4,82.8
MN-051,Grant County,Minnesota,81,48,-1.1,82.1
MN-053,Hennepin County,Minnesota,83.5,72,0.3,83.2
MN-055,Houston County,Minnesota,81.7,47,-1.1,82.8
MN-057,Hubbard County,Minnesota,78.3,47,-0.8,79.1
MN-059,Isanti County,Minnesota,83.6,86,1.6,82
MN-061,Itasca County,Minnesota,76.4,33,-1.7,78.1
MN-063,Jackson County,Minnesota,82.1,40,-1.6,83.7
MN-065,Kanabec County,Minnesota,81.3,76,0.8,80.5
MN-067,Kandiyohi County,Minnesota,81.9,58,-0.7,82.6
MN-069,Kittson County,Minnesota,78.6,48,-0.9,79.5
MN-071,Koochiching County,Minnesota,75.5,22,-2.7,78.2
MN-073,Lac qui Parle County,Minnesota,83.4,54,-0.9,84.3
MN-075,Lake County,Minnesota,74.5,31,-1.5,76
MN-077,Lake of the Woods County,Minnesota,75.8,21,-2.5,78.3
MN-079,Le Sueur County,Minnesota,82.2,50,-1.2,83.4
MN-081,Lincoln County,Minnesota,80.7,33,-2.5,83.2
MN-083,Lyon County,Minnesota,82.1,37,-2.1,84.2
MN-085,McLeod County,Minnesota,83,68,-0.2,83.2
MN-087,Mahnomen County,Minnesota,78.2,35,-1.7,79.9
MN-089,Marshall County,Minnesota,77.8,30,-2.2,80
MN-091,Martin County,Minnesota,81.8,38,-1.8,83.6
MN-093,Meeker County,Minnesota,82,64,-0.4,82.4
MN-095,Mille Lacs County,Minnesota,81.8,84,1.3,80.5
MN-097,Morrison County,Minnesota,81.3,80,0.8,80.5
MN-099,Mower County,Minnesota,81.3,60,-0.9,82.2
MN-101,Murray County,Minnesota,80.2,19,-3.2,83.4
MN-103,Nicollet County,Minnesota,82.6,44,-1.6,84.2
MN-105,Nobles County,Minnesota,80.8,22,-3.1,83.9
MN-107,Norman County,Minnesota,79.8,32,-2.1,81.9
MN-109,Olmsted County,Minnesota,81.6,57,-0.9,82.5
MN-111,Otter Tail County,Minnesota,79.7,50,-1.3,81
MN-113,Pennington County,Minnesota,77.4,21,-2.8,80.2
MN-115,Pine County,Minnesota,79.6,60,-0.4,80
MN-117,Pipestone County,Minnesota,80.3,18,-3.6,83.9
MN-119,Polk County,Minnesota,78.5,24,-2.6,81.1
MN-121,Pope County,Minnesota,81,55,-0.5,81.5
MN-123,Ramsey County,Minnesota,83.4,71,0.3,83.1
MN-125,Red Lake County,Minnesota,77.8,23,-2.8,80.6
MN-127,Redwood County,Minnesota,82.8,40,-2,84.8
MN-129,Renville County,Minnesota,83.2,61,-0.9,84.1
MN-131,Rice County,Minnesota,82.2,59,-0.6,82.8
MN-133,Rock County,Minnesota,81,17,-3.7,84.7
MN-135,Roseau County,Minnesota,76.7,30,-2,78.7
MN-137,St. Louis County,Minnesota,76.1,30,-1.5,77.6
MN-139,Scott County,Minnesota,83.5,72,0.1,83.4
MN-141,Sherburne County,Minnesota,83,78,0.8,82.2
MN-143,Sibley County,Minnesota,83.2,62,-0.6,83.8
MN-145,Stearns County,Minnesota,81.2,67,-0.1,81.3
MN-147,Steele County,Minnesota,81.4,50,-1.2,82.6
MN-149,Stevens County,Minnesota,82.1,58,-0.5,82.6
MN-151,Swift County,Minnesota,82.5,52,-0.7,83.2
MN-153,Todd County,Minnesota,80.2,68,-0.2,80.4
MN-155,Traverse County,Minnesota,81.9,44,-1.4,83.3
MN-157,Wabasha County,Minnesota,82.8,68,-0.1,82.9
MN-159,Wadena County,Minnesota,79.9,67,-0.2,80.1
MN-161,Waseca County,Minnesota,81.3,36,-1.8,83.1
MN-163,Washington County,Minnesota,83,69,0,83
MN-165,Watonwan County,Minnesota,81.9,35,-2.2,84.1
MN-167,Wilkin County,Minnesota,81.3,44,-1.4,82.7
MN-169,Winona County,Minnesota,81.8,59,-0.5,82.3
MN-171,Wright County,Minnesota,82.9,76,0.2,82.7
MN-173,Yellow Medicine County,Minnesota,82.9,42,-1.7,84.6
MS-001,Adams County,Mississippi,94.3,117,2.2,92.1
MS-003,Alcorn County,Mississippi,89.4,34,-1.5,90.9
MS-005,Amite County,Mississippi,94.9,125,3.4,91.5
MS-007,Attala County,Mississippi,93.4,113,2.2,91.2
MS-009,Benton County,Mississippi,89.8,43,-1.2,91
MS-011,Bolivar County,Mississippi,90.6,34,-1.9,92.5
MS-013,Calhoun County,Mississippi,91.8,71,0,91.8
MS-015,Carroll County,Mississippi,93.5,105,1.9,91.6
