December 2022 - November 2023 Contiguous U.S. County Precipitation,,,,,,
Units: Inches,,,,,,
Missing: -99,,,,,,
Period of Record: 128 Years,,,,,,
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
GA-201,Miller County,Georgia,39.65,10,-13.57,53.22
GA-205,Mitchell County,Georgia,43.1,25,-7.64,50.74
GA-207,Monroe County,Georgia,47.92,68,-0.47,48.39
GA-209,Montgomery County,Georgia,52.21,98,5.76,46.45
GA-211,Morgan County,Georgia,50.89,81,1.94,48.95
GA-213,Murray County,Georgia,55.43,61,-0.74,56.17
GA-215,Muscogee County,Georgia,50.78,71,1.23,49.55
GA-217,Newton County,Georgia,52.23,84,2.37,49.86
GA-219,Oconee County,Georgia,53.36,81,3.67,49.69
GA-221,Oglethorpe County,Georgia,51.29,84,2.77,48.52
GA-223,Paulding County,Georgia,46.21,38,-5.16,51.37
GA-225,Peach County,Georgia,46.06,57,-1.18,47.24
GA-227,Pickens County,Georgia,55.33,60,-2.18,57.51
GA-229,Pierce County,Georgia,58.12,112,9.37,48.75
GA-231,Pike County,Georgia,47.81,52,-2.34,50.15
GA-233,Polk County,Georgia,47.76,44,-3.37,51.13
GA-235,Pulaski County,Georgia,46.9,67,0.04,46.86
GA-237,Putnam County,Georgia,49.66,80,2.15,47.51
GA-239,Quitman County,Georgia,47.63,51,-2.97,50.6
GA-241,Rabun County,Georgia,50.87,9,-18.32,69.19
GA-243,Randolph County,Georgia,49,53,-2.12,51.12
GA-245,Richmond County,Georgia,56.08,118,11.23,44.85
GA-247,Rockdale County,Georgia,52.33,79,2.07,50.26
GA-249,Schley County,Georgia,48.64,61,-0.37,49.01
GA-251,Screven County,Georgia,52.5,106,5.95,46.55
GA-253,Seminole County,Georgia,36.88,5,-16.52,53.4
GA-255,Spalding County,Georgia,49.23,62,-0.39,49.62
GA-257,Stephens County,Georgia,53.48,51,-2.19,55.67
GA-259,Stewart County,Georgia,49.28,67,0.11,49.17
GA-261,Sumter County,Georgia,48.17,60,-0.42,48.59
GA-263,Talbot County,Georgia,51.84,74,1.3,50.54
GA-265,Taliaferro County,Georgia,50.57,91,2.72,47.85
GA-267,Tattnall County,Georgia,56.01,107,8.56,47.45
GA-269,Taylor County,Georgia,48.44,61,-0.73,49.17
GA-271,Telfair County,Georgia,48.24,78,0.86,47.38
GA-273,Terrell County,Georgia,48.89,57,-1.21,50.1
GA-275,Thomas County,Georgia,44.73,21,-8.34,53.07
GA-277,Tift County,Georgia,47.73,61,-0.45,48.18
GA-279,Toombs County,Georgia,54.44,109,7.56,46.88
GA-281,Towns County,Georgia,55.91,28,-6.89,62.8
GA-283,Treutlen County,Georgia,51.71,101,5.28,46.43
GA-285,Troup County,Georgia,52.59,71,0.91,51.68
GA-287,Turner County,Georgia,48.12,69,0.4,47.72
GA-289,Twiggs County,Georgia,45.98,62,-0.55,46.53
GA-291,Union County,Georgia,58.33,51,-2.45,60.78
GA-293,Upson County,Georgia,48.47,59,-1.56,50.03
GA-295,Walker County,Georgia,47.58,30,-6.2,53.78
GA-297,Walton County,Georgia,53.14,81,2.77,50.37
GA-299,Ware County,Georgia,55.87,107,6.74,49.13
GA-301,Warren County,Georgia,53.46,103,6.15,47.31
GA-303,Washington County,Georgia,53.4,109,7.16,46.24
GA-305,Wayne County,Georgia,54.04,92,4.63,49.41
GA-307,Webster County,Georgia,49.72,65,0.16,49.56
GA-309,Wheeler County,Georgia,49.83,89,3.16,46.67
GA-311,White County,Georgia,59.77,45,-4.07,63.84
GA-313,Whitfield County,Georgia,49.78,43,-3.79,53.57
GA-315,Wilcox County,Georgia,46.9,67,-0.35,47.25
GA-317,Wilkes County,Georgia,47.95,71,0.09,47.86
GA-319,Wilkinson County,Georgia,48.59,80,2.38,46.21
GA-321,Worth County,Georgia,46.06,55,-2.29,48.35
ID-001,Ada County,Idaho,13.49,87,1.16,12.33
ID-003,Adams County,Idaho,30.15,50,-2.28,32.43
ID-005,Bannock County,Idaho,24.63,113,5.14,19.49
ID-007,Bear Lake County,Idaho,28.24,121,6.84,21.4
ID-009,Benewah County,Idaho,23.21,8,-8.11,31.32
ID-011,Bingham County,Idaho,16.15,100,2.66,13.49
ID-013,Blaine County,Idaho,21.69,97,2.89,18.8
ID-015,Boise County,Idaho,32.38,83,1.84,30.54
ID-017,Bonner County,Idaho,29.12,17,-6.74,35.86
ID-019,Bonneville County,Idaho,25.05,114,4.72,20.33
ID-021,Boundary County,Idaho,33.68,31,-4.31,37.99
ID-023,Butte County,Idaho,17.93,115,4.35,13.58
ID-025,Camas County,Idaho,24.8,78,0.42,24.38
ID-027,Canyon County,Idaho,10.79,93,1.24,9.55
ID-029,Caribou County,Idaho,29.41,119,7.01,22.4
ID-031,Cassia County,Idaho,19.36,110,3.85,15.51
ID-033,Clark County,Idaho,18.29,83,1.18,17.11
ID-035,Clearwater County,Idaho,35.09,9,-11.63,46.72
ID-037,Custer County,Idaho,26.92,107,4.36,22.56
ID-039,Elmore County,Idaho,20.07,71,-0.09,20.16
ID-041,Franklin County,Idaho,29.23,117,6.2,23.03
ID-043,Fremont County,Idaho,24.15,94,2.47,21.68
ID-045,Gem County,Idaho,20.6,88,1.83,18.77
ID-047,Gooding County,Idaho,10.65,66,-0.52,11.17
ID-049,Idaho County,Idaho,31.75,23,-5.76,37.51
ID-051,Jefferson County,Idaho,11.2,94,1.51,9.69
ID-053,Jerome County,Idaho,9.52,67,-0.19,9.71
ID-055,Kootenai County,Idaho,24.37,10,-7.9,32.27
ID-057,Latah County,Idaho,23.94,14,-6.61,30.55
ID-059,Lemhi County,Idaho,22.5,84,1.35,21.15
ID-061,Lewis County,Idaho,20.73,20,-4.73,25.46
ID-063,Lincoln County,Idaho,11.64,89,1.13,10.51
ID-065,Madison County,Idaho,18.86,114,4.02,14.84
ID-067,Minidoka County,Idaho,11.59,100,1.87,9.72
ID-069,Nez Perce County,Idaho,18.52,27,-3.43,21.95
ID-071,Oneida County,Idaho,22.66,109,4.14,18.52
ID-073,Owyhee County,Idaho,13.59,85,1.03,12.56
ID-075,Payette County,Idaho,13.92,86,1.14,12.78
ID-077,Power County,Idaho,19.32,106,3.42,15.9
ID-079,Shoshone County,Idaho,35.55,9,-11.87,47.42
ID-081,Teton County,Idaho,29.36,119,6.63,22.73
ID-083,Twin Falls County,Idaho,12.69,73,0.17,12.52
ID-085,Valley County,Idaho,33.17,47,-2.94,36.11
ID-087,Washington County,Idaho,22.1,82,1.48,20.62
IL-001,Adams County,Illinois,25.48,5,-11.3,36.78
IL-003,Alexander County,Illinois,52.71,102,7.54,45.17
IL-005,Bond County,Illinois,31.72,19,-7.67,39.39
IL-007,Boone County,Illinois,35.96,75,1.91,34.05
IL-009,Brown County,Illinois,24.26,4,-12.47,36.73
IL-011,Bureau County,Illinois,33.57,49,-1.49,35.06
IL-013,Calhoun County,Illinois,30.35,19,-7.43,37.78
IL-015,Carroll County,Illinois,32.38,47,-2.09,34.47
IL-017,Cass County,Illinois,29.99,19,-6.38,36.37
IL-019,Champaign County,Illinois,31.1,17,-5.44,36.54
IL-021,Christian County,Illinois,32,20,-4.88,36.88
IL-023,Clark County,Illinois,35.16,23,-4.57,39.73
IL-025,Clay County,Illinois,39.96,55,-0.44,40.4
IL-027,Clinton County,Illinois,33.3,21,-6.51,39.81
IL-029,Coles County,Illinois,34.14,27,-4.18,38.32
IL-031,Cook County,Illinois,35.43,69,0.99,34.44
IL-033,Crawford County,Illinois,33.33,16,-7.71,41.04
IL-035,Cumberland County,Illinois,35.05,25,-4.49,39.54
IL-037,DeKalb County,Illinois,34.68,59,0.07,34.61
IL-039,De Witt County,Illinois,34.49,38,-2.55,37.04
IL-041,Douglas County,Illinois,33.79,30,-3.6,37.39
IL-043,DuPage County,Illinois,35.34,69,0.86,34.48
IL-045,Edgar County,Illinois,33.86,24,-4.67,38.53
IL-047,Edwards County,Illinois,40.74,50,-2.15,42.89
IL-049,Effingham County,Illinois,34.41,20,-5.16,39.57
IL-051,Fayette County,Illinois,30.48,11,-8.47,38.95
IL-053,Ford County,Illinois,33.86,40,-1.88,35.74
IL-055,Franklin County,Illinois,43.43,69,1.18,42.25
IL-057,Fulton County,Illinois,29.99,21,-5.45,35.44
IL-059,Gallatin County,Illinois,39.04,28,-5.74,44.78
IL-061,Greene County,Illinois,29.28,17,-8.06,37.34
IL-063,Grundy County,Illinois,33.96,62,0,33.96
IL-065,Hamilton County,Illinois,37.97,30,-4.69,42.66
IL-067,Hancock County,Illinois,28.94,21,-6.63,35.57
IL-069,Hardin County,Illinois,42.89,44,-2.84,45.73
IL-071,Henderson County,Illinois,30.03,29,-5.16,35.19
IL-073,Henry County,Illinois,31.01,30,-3.9,34.91
IL-075,Iroquois County,Illinois,33.93,37,-2.36,36.29
IL-077,Jackson County,Illinois,44.16,69,1.11,43.05
IL-079,Jasper County,Illinois,36.46,33,-3.9,40.36
IL-081,Jefferson County,Illinois,34.47,16,-7.46,41.93
IL-083,Jersey County,Illinois,29.33,15,-8.6,37.93
IL-085,Jo Daviess County,Illinois,33.18,53,-0.7,33.88
IL-087,Johnson County,Illinois,49.96,87,4.02,45.94
IL-089,Kane County,Illinois,35.46,67,1.15,34.31
IL-091,Kankakee County,Illinois,35,58,-0.45,35.45
IL-093,Kendall County,Illinois,35.45,65,1.26,34.19
IL-095,Knox County,Illinois,33.13,42,-2.3,35.43
IL-097,Lake County,Illinois,34.09,62,0.94,33.15
IL-099,LaSalle County,Illinois,34.58,64,0.41,34.17
IL-101,Lawrence County,Illinois,38.07,33,-4.33,42.4
IL-103,Lee County,Illinois,36.82,77,1.97,34.85
IL-105,Livingston County,Illinois,35.56,69,0.92,34.64
IL-107,Logan County,Illinois,32.63,30,-3.54,36.17
IL-109,McDonough County,Illinois,28.95,17,-6.88,35.83
IL-111,McHenry County,Illinois,33.05,52,-0.94,33.99
IL-113,McLean County,Illinois,32.93,32,-3.52,36.45
IL-115,Macon County,Illinois,30.67,18,-6.68,37.35
IL-117,Macoupin County,Illinois,31.61,21,-6.44,38.05
IL-119,Madison County,Illinois,32.58,24,-5.79,38.37
IL-121,Marion County,Illinois,36.4,31,-4.15,40.55
IL-123,Marshall County,Illinois,33.89,55,-0.78,34.67
IL-125,Mason County,Illinois,29.42,21,-5.48,34.9
IL-127,Massac County,Illinois,54.44,102,7.33,47.12
IL-129,Menard County,Illinois,29.71,17,-5.85,35.56
IL-131,Mercer County,Illinois,29.12,23,-5.64,34.76
IL-133,Monroe County,Illinois,31,9,-8.64,39.64
IL-135,Montgomery County,Illinois,33.99,29,-3.83,37.82
IL-137,Morgan County,Illinois,31.05,22,-5.73,36.78
IL-139,Moultrie County,Illinois,31.64,17,-6.34,37.98
IL-141,Ogle County,Illinois,33.84,55,-0.28,34.12
IL-143,Peoria County,Illinois,33.68,52,-1.4,35.08
IL-145,Perry County,Illinois,39.44,48,-1.77,41.21
IL-147,Piatt County,Illinois,31.73,20,-5.37,37.1
IL-149,Pike County,Illinois,27.54,8,-10.06,37.6
IL-151,Pope County,Illinois,47.46,67,0.76,46.7
IL-153,Pulaski County,Illinois,53.95,107,8.23,45.72
IL-155,Putnam County,Illinois,33.05,50,-1.04,34.09
IL-157,Randolph County,Illinois,35.31,27,-5.42,40.73
IL-159,Richland County,Illinois,38.9,41,-2.35,41.25
IL-161,Rock Island County,Illinois,29.22,25,-5.55,34.77
IL-163,St. Clair County,Illinois,32.11,14,-6.93,39.04
IL-165,Saline County,Illinois,40.75,39,-3.41,44.16
IL-167,Sangamon County,Illinois,31.35,22,-4.87,36.22
IL-169,Schuyler County,Illinois,27.04,14,-9.13,36.17
IL-171,Scott County,Illinois,29.01,14,-7.9,36.91
IL-173,Shelby County,Illinois,32.74,17,-5.76,38.5
IL-175,Stark County,Illinois,31.36,34,-3.6,34.96
IL-177,Stephenson County,Illinois,33.16,49,-0.85,34.01
IL-179,Tazewell County,Illinois,32.57,36,-3.19,35.76
IL-181,Union County,Illinois,47.71,80,2.64,45.07
IL-183,Vermilion County,Illinois,31.24,18,-5.79,37.03
IL-185,Wabash County,Illinois,40.49,39,-2.59,43.08
IL-187,Warren County,Illinois,31.24,31,-4.26,35.5
IL-189,Washington County,Illinois,35.21,24,-5.66,40.87
IL-191,Wayne County,Illinois,37.71,33,-4.36,42.07
IL-193,White County,Illinois,39.32,32,-3.93,43.25
IL-195,Whiteside County,Illinois,32.19,42,-3.06,35.25
IL-197,Will County,Illinois,35.8,64,0.47,35.33
IL-199,Williamson County,Illinois,45.88,74,2.29,43.59
IL-201,Winnebago County,Illinois,33.41,54,-0.36,33.77
IL-203,Woodford County,Illinois,34.49,55,-0.95,35.44
IN-001,Adams County,Indiana,35.97,51,-0.03,36
IN-003,Allen County,Indiana,34.6,48,-0.84,35.44
IN-005,Bartholomew County,Indiana,36.74,29,-4.63,41.37
IN-007,Benton County,Indiana,32.31,18,-5.07,37.38
IN-009,Blackford County,Indiana,34.41,30,-3.13,37.54
IN-011,Boone County,Indiana,32.3,15,-6.51,38.81
IN-013,Brown County,Indiana,39.63,39,-2.32,41.95
IN-015,Carroll County,Indiana,31.36,14,-6.45,37.81
IN-017,Cass County,Indiana,31.93,17,-5.89,37.82
IN-019,Clark County,Indiana,44.61,66,1.36,43.25
IN-021,Clay County,Indiana,37.04,28,-3.62,40.66
IN-023,Clinton County,Indiana,32.05,15,-6.44,38.49
IN-025,Crawford County,Indiana,46.26,65,0.91,45.35
IN-027,Daviess County,Indiana,38.28,25,-4.87,43.15
IN-029,Dearborn County,Indiana,41.06,53,-0.04,41.1
IN-031,Decatur County,Indiana,37.59,31,-4.07,41.66
IN-033,DeKalb County,Indiana,32.72,33,-2.31,35.03
IN-035,Delaware County,Indiana,35.54,33,-3.04,38.58
IN-037,Dubois County,Indiana,44.1,62,-0.21,44.31
IN-039,Elkhart County,Indiana,32.84,38,-2.39,35.23
IN-041,Fayette County,Indiana,38.02,41,-2.16,40.18
IN-043,Floyd County,Indiana,44.14,60,0.6,43.54
IN-045,Fountain County,Indiana,31.77,15,-6.27,38.04
IN-047,Franklin County,Indiana,40.26,53,-0.39,40.65
IN-049,Fulton County,Indiana,35.43,42,-2.16,37.59
IN-051,Gibson County,Indiana,42.52,53,-0.79,43.31
IN-053,Grant County,Indiana,36.33,42,-1.4,37.73
IN-055,Greene County,Indiana,40.04,31,-2.75,42.79
IN-057,Hamilton County,Indiana,33.43,22,-4.71,38.14
IN-059,Hancock County,Indiana,36.43,35,-2.96,39.39
IN-061,Harrison County,Indiana,45.02,61,0.49,44.53
IN-063,Hendricks County,Indiana,35.42,29,-4.13,39.55
IN-065,Henry County,Indiana,36.5,27,-3.3,39.8
IN-067,Howard County,Indiana,33.43,27,-4.29,37.72
IN-069,Huntington County,Indiana,35.72,44,-1.46,37.18
IN-071,Jackson County,Indiana,38.22,27,-4.22,42.44
IN-073,Jasper County,Indiana,32.06,19,-4.45,36.51
IN-075,Jay County,Indiana,34.48,28,-3.24,37.72
IN-077,Jefferson County,Indiana,43.9,61,0.6,43.3
IN-079,Jennings County,Indiana,36.72,18,-6,42.72
IN-081,Johnson County,Indiana,38.06,37,-2.69,40.75
IN-083,Knox County,Indiana,38.55,32,-4.2,42.75
IN-085,Kosciusko County,Indiana,33.73,41,-2.6,36.33
IN-087,LaGrange County,Indiana,31.94,27,-3.02,34.96
IN-089,Lake County,Indiana,35.74,58,-0.27,36.01
IN-091,LaPorte County,Indiana,38.26,72,1.14,37.12
IN-093,Lawrence County,Indiana,43.92,61,-0.13,44.05
IN-095,Madison County,Indiana,35.25,32,-3.26,38.51
IN-097,Marion County,Indiana,35.62,33,-3.57,39.19
IN-099,Marshall County,Indiana,33.77,33,-3.36,37.13
IN-101,Martin County,Indiana,42.12,50,-1.89,44.01
IN-103,Miami County,Indiana,33.26,24,-4.5,37.76
IN-105,Monroe County,Indiana,40.79,39,-2.13,42.92
IN-107,Montgomery County,Indiana,34.24,24,-4.51,38.75
IN-109,Morgan County,Indiana,38.48,43,-2.22,40.7
IN-111,Newton County,Indiana,34.09,32,-2.74,36.83
IN-113,Noble County,Indiana,32.17,25,-3.42,35.59
IN-115,Ohio County,Indiana,41,46,-0.58,41.58
IN-117,Orange County,Indiana,44.75,61,-0.2,44.95
IN-119,Owen County,Indiana,39.51,34,-2.5,42.01
IN-121,Parke County,Indiana,32.28,15,-6.61,38.89
IN-123,Perry County,Indiana,49.46,84,4.03,45.43
IN-125,Pike County,Indiana,40.78,40,-2.88,43.66
IN-127,Porter County,Indiana,38.42,78,1.93,36.49
IN-129,Posey County,Indiana,39.45,34,-4.48,43.93
IN-131,Pulaski County,Indiana,35.07,42,-2.02,37.09
IN-133,Putnam County,Indiana,36.57,32,-3.92,40.49
IN-135,Randolph County,Indiana,35.54,27,-3.31,38.85
IN-137,Ripley County,Indiana,39.76,33,-2.67,42.43
IN-139,Rush County,Indiana,37.5,31,-3.01,40.51
IN-141,St. Joseph County,Indiana,36.26,50,-0.92,37.18
IN-143,Scott County,Indiana,41.52,47,-1.1,42.62
IN-145,Shelby County,Indiana,36.86,31,-3.82,40.68
IN-147,Spencer County,Indiana,48.01,82,3.35,44.66
IN-149,Starke County,Indiana,36.8,52,-0.47,37.27
IN-151,Steuben County,Indiana,33.04,34,-1.96,35
IN-153,Sullivan County,Indiana,35.62,26,-5.4,41.02
IN-155,Switzerland County,Indiana,42.38,50,0.08,42.3
IN-157,Tippecanoe County,Indiana,31.86,10,-6.15,38.01
IN-159,Tipton County,Indiana,32.54,24,-5.06,37.6
IN-161,Union County,Indiana,38.36,43,-1.91,40.27
IN-163,Vanderburgh County,Indiana,41.46,46,-2.45,43.91
IN-165,Vermillion County,Indiana,31.54,17,-6.42,37.96
IN-167,Vigo County,Indiana,35.2,24,-4.45,39.65
IN-169,Wabash County,Indiana,35.08,38,-2.42,37.5
IN-171,Warren County,Indiana,31.96,19,-5.58,37.54
IN-173,Warrick County,Indiana,45.76,74,1.94,43.82
IN-175,Washington County,Indiana,43.12,54,-1.06,44.18
IN-177,Wayne County,Indiana,35.71,27,-3.87,39.58
IN-179,Wells County,Indiana,35.54,42,-1.2,36.74
IN-181,White County,Indiana,31.21,15,-5.63,36.84
IN-183,Whitley County,Indiana,33.82,41,-2.65,36.47
IA-001,Adair County,Iowa,28.24,32,-4.41,32.65
IA-003,Adams County,Iowa,28.8,35,-4.38,33.18
IA-005,Allamakee County,Iowa,27.86,23,-4.94,32.8
IA-007,Appanoose County,Iowa,26.65,16,-8.53,35.18
IA-009,Audubon County,Iowa,25.35,20,-6.33,31.68
IA-011,Benton County,Iowa,21.68,2,-11.52,33.2
IA-013,Black Hawk County,Iowa,23.64,8,-9.78,33.42
IA-015,Boone County,Iowa,29.54,49,-1.88,31.42
IA-017,Bremer County,Iowa,25.01,9,-8.2,33.21
IA-019,Buchanan County,Iowa,25.08,8,-8.08,33.16
IA-021,Buena Vista County,Iowa,28.34,66,-0.44,28.78
IA-023,Butler County,Iowa,24.38,7,-8.41,32.79
IA-025,Calhoun County,Iowa,26.61,32,-4.23,30.84
IA-027,Carroll County,Iowa,25.28,22,-5.81,31.09
IA-029,Cass County,Iowa,27.07,31,-4.23,31.3
IA-031,Cedar County,Iowa,26.41,7,-8.73,35.14
IA-033,Cerro Gordo County,Iowa,26.94,24,-4.8,31.74
IA-035,Cherokee County,Iowa,31.52,87,3.35,28.17
IA-037,Chickasaw County,Iowa,26.41,17,-6,32.41
IA-039,Clarke County,Iowa,25.66,8,-7.95,33.61
IA-041,Clay County,Iowa,31.16,85,2.56,28.6
IA-043,Clayton County,Iowa,26.45,14,-6.73,33.18
IA-045,Clinton County,Iowa,29.22,19,-5.72,34.94
IA-047,Crawford County,Iowa,25.29,29,-4.49,29.78
IA-049,Dallas County,Iowa,26.13,27,-5.64,31.77
IA-051,Davis County,Iowa,25.27,6,-9.95,35.22
IA-053,Decatur County,Iowa,27.83,23,-6.36,34.19
IA-055,Delaware County,Iowa,27.69,18,-5.61,33.3
IA-057,Des Moines County,Iowa,31.01,33,-4.22,35.23
IA-059,Dickinson County,Iowa,30.07,82,1.87,28.2
IA-061,Dubuque County,Iowa,28.32,20,-5.05,33.37
IA-063,Emmet County,Iowa,28.7,65,-0.66,29.36
IA-065,Fayette County,Iowa,25.29,9,-8.02,33.31
IA-067,Floyd County,Iowa,26.14,18,-5.98,32.12
IA-069,Franklin County,Iowa,24.35,10,-7.49,31.84
IA-071,Fremont County,Iowa,26.12,19,-6.35,32.47
IA-073,Greene County,Iowa,27.86,38,-3.61,31.47
IA-075,Grundy County,Iowa,23.69,7,-9.35,33.04
IA-077,Guthrie County,Iowa,26.59,24,-5.08,31.67
IA-079,Hamilton County,Iowa,27.53,37,-3.4,30.93
IA-081,Hancock County,Iowa,27.14,26,-4.16,31.3
IA-083,Hardin County,Iowa,24.97,11,-6.96,31.93
IA-085,Harrison County,Iowa,25.13,30,-4.18,29.31
IA-087,Henry County,Iowa,26.09,9,-9.17,35.26
IA-089,Howard County,Iowa,28.08,26,-4.53,32.61
IA-091,Humboldt County,Iowa,26.97,37,-3.53,30.5
IA-093,Ida County,Iowa,27.92,58,-0.91,28.83
IA-095,Iowa County,Iowa,22.99,6,-10.78,33.77
IA-097,Jackson County,Iowa,28.37,22,-5.67,34.04
IA-099,Jasper County,Iowa,27.32,24,-5.64,32.96
IA-101,Jefferson County,Iowa,25.56,9,-9.34,34.9
IA-103,Johnson County,Iowa,23.47,3,-10.28,33.75
IA-105,Jones County,Iowa,24.88,7,-8.74,33.62
IA-107,Keokuk County,Iowa,22.97,5,-11.02,33.99
IA-109,Kossuth County,Iowa,27.77,44,-2.43,30.2
IA-111,Lee County,Iowa,31.52,36,-4,35.52
IA-113,Linn County,Iowa,24.13,6,-8.89,33.02
IA-115,Louisa County,Iowa,25.95,12,-8.52,34.47
IA-117,Lucas County,Iowa,24.02,9,-9.76,33.78
IA-119,Lyon County,Iowa,24.81,52,-1.54,26.35
IA-121,Madison County,Iowa,25.83,18,-7,32.83
IA-123,Mahaska County,Iowa,24.59,9,-9.19,33.78
IA-125,Marion County,Iowa,25.87,13,-7.63,33.5
IA-127,Marshall County,Iowa,25.07,15,-7.45,32.52
IA-129,Mills County,Iowa,24.89,20,-6.86,31.75
IA-131,Mitchell County,Iowa,28.45,29,-3.54,31.99
IA-133,Monona County,Iowa,26.17,44,-2.37,28.54
IA-135,Monroe County,Iowa,24.33,7,-9.9,34.23
IA-137,Montgomery County,Iowa,25.1,14,-7.42,32.52
IA-139,Muscatine County,Iowa,26.29,11,-8.22,34.51
IA-141,O'Brien County,Iowa,31.52,92,3.46,28.06
IA-143,Osceola County,Iowa,28.17,73,0.44,27.73
IA-145,Page County,Iowa,26,16,-7.4,33.4
IA-147,Palo Alto County,Iowa,29.46,65,-0.15,29.61
IA-149,Plymouth County,Iowa,30.69,93,3.54,27.15
IA-151,Pocahontas County,Iowa,27.93,46,-2.01,29.94
IA-153,Polk County,Iowa,25.73,19,-6.21,31.94
IA-155,Pottawattamie County,Iowa,24.93,21,-5.97,30.9
IA-157,Poweshiek County,Iowa,25.6,11,-8.4,34
IA-159,Ringgold County,Iowa,28.11,19,-6.45,34.56
IA-161,Sac County,Iowa,25.77,34,-3.77,29.54
IA-163,Scott County,Iowa,29.38,22,-5.5,34.88
IA-165,Shelby County,Iowa,24.81,21,-6.06,30.87
IA-167,Sioux County,Iowa,29.71,91,2.97,26.74
IA-169,Story County,Iowa,30.15,50,-1.57,31.72
IA-171,Tama County,Iowa,23.26,2,-10.77,34.03
IA-173,Taylor County,Iowa,28.69,24,-5.67,34.36
IA-175,Union County,Iowa,27.52,25,-6.34,33.86
IA-177,Van Buren County,Iowa,26.2,8,-8.86,35.06
IA-179,Wapello County,Iowa,22.61,6,-11.87,34.48
IA-181,Warren County,Iowa,24.5,9,-8.32,32.82
IA-183,Washington County,Iowa,23.84,5,-10.44,34.28
IA-185,Wayne County,Iowa,26.22,11,-8.79,35.01
IA-187,Webster County,Iowa,27.86,39,-3.23,31.09
IA-189,Winnebago County,Iowa,27.77,33,-3.54,31.31
IA-191,Winneshiek County,Iowa,28.9,29,-4.24,33.14
IA-193,Woodbury County,Iowa,28.9,76,1.24,27.66
IA-195,Worth County,Iowa,27.58,25,-4.31,31.89
IA-197,Wright County,Iowa,26,21,-4.98,30.98
KS-001,Allen County,Kansas,28.78,15,-10.39,39.17
KS-003,Anderson County,Kansas,30,21,-9.09,39.09
KS-005,Atchison County,Kansas,28.68,24,-6.43,35.11
KS-007,Barber County,Kansas,30.89,103,4.88,26.01
KS-009,Barton County,Kansas,24.04,52,-0.76,24.8
KS-011,Bourbon County,Kansas,28.45,11,-11.85,40.3
KS-013,Brown County,Kansas,27.78,28,-6.59,34.37
KS-015,Butler County,Kansas,26.03,23,-7.24,33.27
KS-017,Chase County,Kansas,26.02,25,-6.68,32.7
KS-019,Chautauqua County,Kansas,24.84,7,-11.99,36.83
KS-021,Cherokee County,Kansas,37.2,39,-4.43,41.63
KS-023,Cheyenne County,Kansas,20.1,87,1.28,18.82
KS-025,Clark County,Kansas,27.3,110,4.98,22.32
KS-027,Clay County,Kansas,23.11,21,-7.08,30.19
KS-029,Cloud County,Kansas,22.41,29,-5.65,28.06
KS-031,Coffey County,Kansas,27.88,24,-9.05,36.93
KS-033,Comanche County,Kansas,30.86,117,6.76,24.1
KS-035,Cowley County,Kansas,27.89,28,-5.84,33.73
KS-037,Crawford County,Kansas,34.4,28,-6.6,41
KS-039,Decatur County,Kansas,21.08,72,0.22,20.86
KS-041,Dickinson County,Kansas,25.12,30,-5.57,30.69
KS-043,Doniphan County,Kansas,29.37,32,-6.01,35.38
KS-045,Douglas County,Kansas,31.83,41,-4.39,36.22
KS-047,Edwards County,Kansas,20.46,43,-2.29,22.75
KS-049,Elk County,Kansas,23.28,8,-13.17,36.45
KS-051,Ellis County,Kansas,18.63,26,-4.47,23.1
KS-053,Ellsworth County,Kansas,23.94,47,-2.74,26.68
KS-055,Finney County,Kansas,21.23,91,2.47,18.76
KS-057,Ford County,Kansas,21.89,62,0.25,21.64
KS-059,Franklin County,Kansas,34.15,45,-3.22,37.37
KS-061,Geary County,Kansas,24.9,17,-7.69,32.59
KS-063,Gove County,Kansas,18.39,52,-1.37,19.76
KS-065,Graham County,Kansas,17.6,30,-4.26,21.86
KS-067,Grant County,Kansas,20.88,103,3.21,17.67
KS-069,Gray County,Kansas,22.76,93,2.71,20.05
KS-071,Greeley County,Kansas,19.81,105,2.89,16.92
KS-073,Greenwood County,Kansas,24.25,11,-11.05,35.3
KS-075,Hamilton County,Kansas,21.06,112,4.57,16.49
KS-077,Harper County,Kansas,32.36,93,3.95,28.41
KS-079,Harvey County,Kansas,23.05,17,-8,31.05
KS-081,Haskell County,Kansas,22.79,103,3.56,19.23
KS-083,Hodgeman County,Kansas,18.86,44,-1.76,20.62
KS-085,Jackson County,Kansas,27.3,22,-6.87,34.17
KS-087,Jefferson County,Kansas,28.16,23,-7.25,35.41
KS-089,Jewell County,Kansas,21.27,33,-4.8,26.07
KS-091,Johnson County,Kansas,32.02,35,-5.08,37.1
KS-093,Kearny County,Kansas,22.25,110,4.84,17.41
KS-095,Kingman County,Kansas,28.56,63,0.56,28
KS-097,Kiowa County,Kansas,26.11,86,2.44,23.67
KS-099,Labette County,Kansas,33.11,22,-7.06,40.17
KS-101,Lane County,Kansas,18.6,53,-1.09,19.69
KS-103,Leavenworth County,Kansas,30.57,33,-5.17,35.74
KS-105,Lincoln County,Kansas,21.3,35,-4.48,25.78
KS-107,Linn County,Kansas,31.32,20,-8.7,40.02
KS-109,Logan County,Kansas,21.01,91,2.63,18.38
KS-111,Lyon County,Kansas,28.22,31,-6.56,34.78
